compound_id,smiles_raw,nan,iupac_name,for reference --> (before cleansed),tabular IUPAC (unformatted),flag_asterisk,flag_imaging_conflict,flag_smiles_o3_changed,provenance_file,provenance_sheet,provenance_row
60,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(C)(C)C)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-2-((4-(tert-butyl)benzyl)sulfinyl)-5-chloroquinolin-4(1H)-one,nan,3-acetyl-8-bromo-2-((4-(tert- butyl)benzyl)sulfinyl)-5-chloroquinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,62
61,COCS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1,nan,3-acetyl-8-bromo-5-chloro-2-((methoxymethyl)thio)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2- ((methoxymethyl)thio)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,63
62,CC(=O)/C1=C(\S)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-mercaptoquinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-mercaptoquinolin- 4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,64
63,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(=O)C3=CC=CC=C3)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-2-((4-benzoylbenzyl)sulfinyl)-8-bromo-5-chloroquinolin-4(1H)-one,nan,3-acetyl-2-((4-benzoylbenzyl)sulfinyl)-8-bromo-5- chloroquinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,65
64,CC(=O)/C1=C(\S(=O)CC2=CC=C(S(=O)C(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((4-((trifluoromethyl)sulfinyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,nan,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,66
65,CC(=O)/C1=C(\S(=O)CC#N)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)acetonitrile",nan,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4- dihydroquinolin-2-yl)sulfinyl)acetonitrile",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,67
66,CC(=O)/C1=C(\SCC#N)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)thio)acetonitrile",nan,"2-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4- dihydroquinolin-2-yl)thio)acetonitrile",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,68
67,CC(=O)/C1=C(\S/C=C\C(=O)O)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"(Z)-3-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)thio)acrylic acid",nan,"(Z)-3-((3-acetyl-8-bromo-5-chloro-4-oxo-1,4- dihydroquinolin-2-yl)thio)acrylic acid",False,True,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,69
68,O=C1C(=C(S(=O)CC2=CC=C(C=C2)[S](F)(F)(F)(F)F)NC2C1=C(Cl)C=CC=2Br)C(=O)C,nan,3-acetyl-8-bromo-5-chloro-2-((4-(pentafluoro-l6-sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((4-(pentafluoro-l6- sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,70
69,O=C(C)C1=C(S(=O)CC2=CC=C(C=C2F)[S](F)(F)(F)(F)F)NC2C(=C(Cl)C=CC=2Br)C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((2-fluoro-4-(pentafluoro-l6-sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((2-fluoro-4- (pentafluoro-l6-sulfanyl)benzyl)sulfinyl)quinolin- 4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,71
70,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((4-(trifluoromethyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((4- (trifluoromethyl)benzyl)sulfinyl)quinolin-4(1H)- one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,72
71,CC(=O)/C1=C(\S(=O)CC2=CC=C(OC(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((4-(trifluoromethoxy)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((4- (trifluoromethoxy)benzyl)sulfinyl)quinolin-4(1H)- one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,73
72,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)O2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-(((5-(trifluoromethyl)furan-2-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-(((5- (trifluoromethyl)furan-2- yl)methyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,74
73,CC(=O)/C1=C(\S(=O)CC2=CC=C(C#N)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"4-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)benzonitrile",nan,nan,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,75
74,CC(=O)/C1=C(\S(=O)CC2=C(F)C=CC=C2Cl)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((2-chloro-6-fluorobenzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((2-chloro-6- fluorobenzyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,76
75,O=S(C1=C(C(=O)C2C(=C(Br)C=CC=2Cl)N1)C(=O)C)CC1=CC=C(C=C1OC)[S](F)(F)(F)(F)F,nan,3-acetyl-8-bromo-5-chloro-2-((2-methoxy-4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((2-methoxy-4- (pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin- 4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,77
76,ClC1=CC(Br)=C2C(=C1)C(=O)C(=C(S(=O)CC3=CC(F)=CC(=C3)[S](F)(F)(F)(F)F)N2)C(=O)C,nan,3-acetyl-8-bromo-5-chloro-2-((3-fluoro-5-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((3-fluoro-5- (pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin- 4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,78
77,ClC1=CC(Br)=C2C(=C1)C(=O)C(=C(S(=O)CC3=CC(F)=CC(=C3)[S](F)(F)(F)(F)F)N2)C(=O)C,nan,3-acetyl-8-bromo-5-chloro-2-((3-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((3-(pentafluoro-- sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,79
78,CC(=O)/C1=C(\S(=O)CC2=C(F)C(F)=C(F)C(F)=C2F)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-(((perfluorophenyl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2- (((perfluorophenyl)methyl)sulfinyl)quinolin-4(1H)- one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,80
79,O=S(C1=C(C(=O)C)C(=O)C2C(=C(Cl)C=CC=2Cl)N1)CC1=CC=C(C=C1)SC(F)(F)F,nan,"3-acetyl-5,8-dichloro-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one",nan,"3-acetyl-5,8-dichloro-2-((4- ((trifluoromethyl)thio)benzyl)sulfinyl)quinolin- 4(1H)-one",True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,81
80,O=C1C2C(=C(F)C=CC=2F)NC(=C1C(=O)C)S(=O)CC1=CC=C(C=C1)[S](F)(F)(F)(F)F,nan,"3-acetyl-5,8-difluoro-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",nan,"3-acetyl-5,8-difluoro-2-((4-(pentafluoro-- sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,82
81,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)O2)NC2=C(F)C=CC(F)=C2C1=O,nan,"3-acetyl-5,8-difluoro-2-(((5-(trifluoromethyl)furan-2-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,"3-acetyl-5,8-difluoro-2-(((5- (trifluoromethyl)furan-2- yl)methyl)sulfinyl)quinolin-4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,83
82,CC(=O)/C1=C(\S(=O)CC2=NOC(C)=C2)NC2=C(F)C=CC(F)=C2C1=O,nan,"3-acetyl-5,8-difluoro-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,nan,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,84
83,CC(=O)/C1=C(\S(=O)CC2=CC=C(I)C=C2)NC2=C(Cl)C=CC(Cl)=C2C1=O,nan,"3-acetyl-5,8-dichloro-2-((4-iodobenzyl)sulfinyl)quinolin-4(1H)-one",nan,"3-acetyl-5,8-dichloro-2-((4- iodobenzyl)sulfinyl)quinolin-4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,85
84,CC(=O)/C1=C(\S(=O)CC2=CC=CN=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-((pyridin-3-ylmethyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-((pyridin-3- ylmethyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,86
85,O=C(C(C)C)C1=C(S(=O)CC2=CC=C(C=C2)SC(F)(F)(F))NC3C(=C(F)C=CC=3F)C1=O,nan,"5,8-difluoro-3-isobutyryl-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one",nan,"5,8-difluoro-3-isobutyryl-2-((4- ((trifluoromethyl)thio)benzyl)sulfinyl)quinolin- 4(1H)-one",True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,87
86,CC1=CC(CS(=O)/C2=C(\C(=O)C(C)C)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)=NO1,nan,"5,8-dichloro-3-isobutyryl-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,"5,8-dichloro-3-isobutyryl-2-(((5-methylisoxazol-3- yl)methyl)sulfinyl)quinolin-4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,88
87,O=C1C2C(=C(F)C=CC=2F)NC(=C1C(=O)C1C=CC=CC=1)S(=O)CC1=CC=C(C=C1)[S](F)(F)(F)(F)F,nan,"3-benzoyl-5,8-difluoro-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",nan,"3-benzoyl-5,8-difluoro-2-((4-(pentafluoro-- sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one",True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,89
88,CC1=CC(CS(=O)/C2=C(\C(=O)C3=CC=CC=C3)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)=NO1,nan,"3-benzoyl-5,8-dichloro-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,"3-benzoyl-5,8-dichloro-2-(((5-methylisoxazol-3- yl)methyl)sulfinyl)quinolin-4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,90
89,COC(=O)C1=CC=C(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)O1,nan,"methyl5-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)furan-2-carboxylate",nan,"methyl5-(((3-acetyl-5,8-dichloro-4-oxo-1,4- dihydroquinolin-2-yl)sulfinyl)methyl)furan-2- carboxylate",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,91
90,CC(=O)/C1=C(\S(=O)CN2C(=O)C3=C(C=CC=C3)C2=O)NC2=C(Cl)C=CC(Cl)=C2C1=O,nan,"2-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)isoindoline-1,3-dione",nan,"2-(((3-acetyl-5,8-dichloro-4-oxo-1,4- dihydroquinolin-2-yl)sulfinyl)methyl)isoindoline- 1,3-dione",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,92
91,COC(=O)C1=CC=C(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)C=C1,nan,"methyl4-(((3-acetyl-5,8-dichloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)benzoate",nan,nan,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,93
92,O=C1C2C(=CC=CC=2OC)NC(=C1C(=O)C)SCC3=CC=C(C=C3)[S](F)(F)(F)(F)F,nan,3-acetyl-5-methoxy-2-((4-(pentafluoro--sulfanyl)benzyl)thio)quinolin-4(1H)-one,nan,3-acetyl-5-methoxy-2-((4-(pentafluoro-- sulfanyl)benzyl)thio)quinolin-4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,94
93,O=C(C)C1=C(S(=O)CC3=CC=C(C=C3)[S](F)(F)(F)(F)F)NC2C(C1=O)=C(OC)C=CC=2,nan,3-acetyl-5-methoxy-2-((4-(pentafluoro--sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-5-methoxy-2-((4-(pentafluoro-- sulfanyl)benzyl)sulfinyl)quinolin-4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,95
94,COC1=C2C(=O)/C(C(C)=O)=C(/S(=O)CC3=NOC(C)=C3)NC2=CC=C1,nan,3-acetyl-5-methoxy-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-5-methoxy-2-(((5-methylisoxazol-3- yl)methyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,96
95,CC1=CC(CS(=O)/C2=C(\C(=O)C(C)C)C(=O)C3=C(Cl)C=CC(Br)=C3N2)=NO1,nan,8-bromo-5-chloro-3-isobutyryl-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,8-bromo-5-chloro-3-isobutyryl-2-(((5- methylisoxazol-3-yl)methyl)sulfinyl)quinolin- 4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,97
96,CC1=CC(CS(=O)/C2=C(\C(=O)C3CC3)C(=O)C3=C(Cl)C=CC(Br)=C3N2)=NO1,nan,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-(((5- methylisoxazol-3-yl)methyl)sulfinyl)quinolin- 4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,98
97,CC1=CC(CS(=O)/C2=C(\C(=O)C3CC3)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)=NO1,nan,"5,8-dichloro-3-(cyclopropanecarbonyl)-2-(((5-methylisoxazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,"5,8-dichloro-3-(cyclopropanecarbonyl)-2-(((5- methylisoxazol-3-yl)methyl)sulfinyl)quinolin- 4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,99
98,CC(=O)/C1=C(\S(=O)CC2=CC=C(C#N)S2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"5-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)thiophene-2-carbonitrile",nan,"5-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4- dihydroquinolin-2-yl)sulfinyl)methyl)thiophene-2- carbonitrile",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,100
99,CC(=O)/C1=C(\S(=O)CC2=CC=C(N3C=CC=N3)N=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,2-(((6-(1H-pyrazol-1-yl)pyridin-3-yl)methyl)sulfinyl)-3-acetyl-8-bromo-5-chloroquinolin-4(1H)-one,nan,2-(((6-(1H-pyrazol-1-yl)pyridin-3- yl)methyl)sulfinyl)-3-acetyl-8-bromo-5- chloroquinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,101
100,CC(=O)/C1=C(\S(=O)CC2=CC=C(N)N=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-2-(((6-aminopyridin-3-yl)methyl)sulfinyl)-8-bromo-5-chloroquinolin-4(1H)-one,nan,nan,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,102
101,ClC1=C2C(NC(=C(C(=O)C3CC3)C2=O)S(=O)CC4=CC=C(C=C4)SC(F)(F)F)=C(Br)C=C1,nan,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-((4-((trifluoromethyl)thio)benzyl)sulfinyl)quinolin-4(1H)-one,nan,8-bromo-5-chloro-3-(cyclopropanecarbonyl)-2-((4- ((trifluoromethyl)thio)benzyl)sulfinyl)quinolin- 4(1H)-one,True,False,True,../base/data/bronze/artifacts/2017_raw.xlsx,표3,103
102,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)N=C2C)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-(((2-methyl-6-(trifluoromethyl)pyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-(((2-methyl-6- (trifluoromethyl)pyridin-3- yl)methyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,104
103,CC(=O)/C1=C(\S(=O)CC2=CC=C(NS(C)(=O)=O)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"N-(4-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4-dihydroquinolin-2-yl)sulfinyl)methyl)phenyl)methanesulfonamide",nan,"N-(4-(((3-acetyl-8-bromo-5-chloro-4-oxo-1,4- dihydroquinolin-2- yl)sulfinyl)methyl)phenyl)methanesulfonamide",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,105
104,CC(=O)/C1=C(\S(=O)CC2=CC=C(Cl)N=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,3-acetyl-8-bromo-5-chloro-2-(((6-chloropyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-(((6-chloropyridin-3- yl)methyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,106
105,COCCNC1=CC=C(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Br)=C3N2)C=N1,nan,3-acetyl-8-bromo-5-chloro-2-(((6-((2-methoxyethyl)amino)pyridin-3-yl)methyl)sulfinyl)quinolin-4(1H)-one,nan,3-acetyl-8-bromo-5-chloro-2-(((6-((2- methoxyethyl)amino)pyridin-3- yl)methyl)sulfinyl)quinolin-4(1H)-one,False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,107
106,CC(=O)/C1=C(\S(=O)CC2=NON=C2C)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"3-acetyl-8-bromo-5-chloro-2-(((4-methyl-1,2,5-oxadiazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",nan,"3-acetyl-8-bromo-5-chloro-2-(((4-methyl-1,2,5- oxadiazol-3-yl)methyl)sulfinyl)quinolin-4(1H)-one",False,False,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,108
107,CC(=O)/C1=C(\S(=O)CC2=C/N=C3/NC=C/C3=C\2)NC2=C(Br)C=CC(Cl)=C2C1=O,nan,"2-(((1H-pyrrolo[2,3-b]pyridin-5-yl)methyl)sulfinyl)-3-acetyl-8-bromo-5-chloroquinolin-4(1H)-one",nan,"2-(((1H-pyrrolo[2,3-b]pyridin-5- yl)methyl)sulfinyl)-3-acetyl-8-bromo-5- chloroquinolin-4(1H)-one",False,True,False,../base/data/bronze/artifacts/2017_raw.xlsx,표3,109
