compound_key,compound_id,iupac_name,mw,lcms_text,nmr_1h_text,flag_asterisk,flag_imaging_conflict,flag_smiles_o3_changed,year,provenance_file,provenance_sheet,provenance_row
DTSDQHZJLSYBCQ-CQSZACIVSA-N,Example 391,2-amino-N-((lR)-l-(3-fluoro-2- pyridinyl)ethyl)-N-((3-fluoro-5- (trifluoromethyl)-2-pyridinyl)methy 1)-3- methyl-6-quinolinecarboxamide,,502.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,93
DUIAUOSCSFWYKU-GOSISDBHSA-N,Example 443,"(R)-7-amino-6-bromo-N-(l-(pyrimidin-2-yl)propyl)-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)-l,8-naphthyridine-3-carboxamide",,546/548,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,192
DUIAUOSCSFWYKU-UHFFFAOYSA-N,Example 443a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,191
DUSKWIQLZAUVQO-UHFFFAOYSA-N,Example 436,2-amino-7-chloro-3-methyl-N-(2- methylpropyl)-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,,451.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,138
DVBCENHRTRXWSN-GFCCVEGCSA-N,Example 420,"7-amino-6-chloro-N-((lR)-l-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- py ridiny l)methy 1) -1,8-naphthy ridine -3 - carboxamide",,490,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,122
DWMINCFEQHAKHV-UHFFFAOYSA-N,Example 430,2-amino-3-methyl-N-(l-(2- pyrimidiny l)cy clopropy 1) -N-((5 - (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide,,479.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,132
DZYCDTAPMCARGJ-UHFFFAOYSA-N,Example 791,2-amino-3-methyl-N-(l-(pyrimidin-2- yl)ethyl)-N-((6-(trifluoromethoxy)pyridazin- 3-yl)methyl)quinoline-6-carboxamide,,484.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,281
FDUTUYGLQCTZRQ-UHFFFAOYSA-N,Example 834,2-Amino-N-(2-methylpropyl)-3-phenyl-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,,479.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,536
FKEMBTCPGAKTNM-UHFFFAOYSA-N,Example 699,2-amino-N-(2-cyanocyclopentyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,454.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,515
FKNWJIYAMOITNE-HNNXBMFYSA-N,Example 386,2-amino-N-((lS)-l-(3-fluoro-2- pyridiny l)ethy 1) -3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide,,484.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,88
FKNWJIYAMOITNE-OAHLLOKOSA-N,Example 385,2-amino-N-((lR)-l-(3-fluoro-2- pyridiny l)ethy 1) -3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide,,484.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,87
FKZFWIGOMPHRJJ-CYBMUJFWSA-N,Example 533,"2-amino-3-methyl-N-((lR)-l- (l,3-thiazol-4-yl)ethyl)-N-((6- (trifluoromethy 1)-3- pyridazinyl)methyl)-6- quinolinecarboxamide",,473.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,318
FLZMJQUQCNWGKP-UHFFFAOYSA-N,Example 337,2-amino-3-methyl-N-((5-methyl-2- pyrazinyl)methy l)-N-((5-(trifluoromethy 1)-2- pyridinyl)methyl)-6-quinolinecarboxamide,,467.3,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,39
FNTQKTVLBJQMBA-XMMPIXPASA-N,Example 601,2-amino-N - [(1R) -indan-1 -y 1] -3 - methyl-N-[[5-(trifluoromethyl)- 2-pyridyl]methyl]quinoline-6- carboxamide,,477.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,416
FNWXEFUEUBAVQA-UHFFFAOYSA-N,Example 314,2-amino-7-fluoro-3-methyl-N-(2-methylpropyl)-N-((5-(trifluoromethyl)-2-pyridinyl)methyl)-6-quinolinecarboxamide,,435.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,16
FPEOEMCXKLFFIA-UHFFFAOYSA-N,Example 303,2-amino-N-((3-chloro-2-pyridinyl)methyl)-3- methyl-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,,486,,Missing Name,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,5
FPIHOCNPORYWCP-UHFFFAOYSA-N,Example 650,2-amino-N - [ [3 -(1 H-imidazol-2- yl)pheny l]methyl] -3 -methy l-N-[ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,517.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,466
FPXMJKDYLYEJBZ-UHFFFAOYSA-N,Example 562a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,374
FRBDHNGXIRZITK-UHFFFAOYSA-N,Example 705,2-amino-N-(2- cyclopropylcyclopropyl)-3-methyl-N- [ [5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,,441.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,521
FREQKNLRUXNZRX-LJQANCHMSA-N,Example 559,2-amino-3-methyl-N-((lR)-l-(2-pyrimidinyl)ethyl)-N-((5-(tetrahydro-2H- pyran-4-yl)-2-pyridinyl)methyl)-6-quinolinecarboxamide,,483,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,369
FSTLJIARLQYGCR-CYBMUJFWSA-N,Example 413,2-amino-3-chloro-N-((6-methoxy-3- pyridazinyl)methyl)-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,,450,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,115
FTTRGDWZXHULCR-UHFFFAOYSA-N,Example 569,"2-amino -N-[(2- fluoropheny l)methy 1] -3 -methy 1- N-[(3-oxo-4H-l,4-benzoxazin-6- y l)methy 1] quinoline-6- carboxamide",,471.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,382
FTVRWNRRLYAMAS-UHFFFAOYSA-N,Example 576,"N-(2-(l,2,4-oxadiazol-3- y l)ethy 1) -2 -amino -3 -methy 1-N - ((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide",,457.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,389
FVHYQNRJUYLKJX-UHFFFAOYSA-N,Example 662,2-amino-N - [(3 -fluoro-4-hy droxy - pheny l)methy 1] -3 -methy 1-N - [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,485.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,478
FXAVOJONJKVNBZ-LJQANCHMSA-N,Example 548a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,347
FZHGNSOBBYUXPS-CYBMUJFWSA-N,Example 536,"2-amino-N-((6-bromo-3- py ridaziny l)methy 1) -3 -methy 1-N - ((lR)-l-(l-methyl-lH-l,2,4- triazol-3 -yl)ethy 1)-6- quinolinecarboxamide",,481/483,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,321
FZMVGPJDBLDNMV-JOCHJYFZSA-N,Example 462,2-amino-N-((3R)-l- cyclopropyl-2-oxo-3- piperidiny 1)-3 -methy 1- N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide,,498.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,211
GCFWKVCZBASMNT-UHFFFAOYSA-N,Example 326,2-amino-N-((5-(difluoromethyl)-2- py ridiny l)methyl) -N- ((3 -fluoro -2- pyridinyl)methyl)-3-methyl-6- quinolinecarboxamide,,452,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,28
GCLLMKKCGABWSK-OAHLLOKOSA-N,Example 469,2-amino-N-((2- methoxy-6- (trifluoromethy 1) -3 - pyridinyl)methyl)-3- methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,,497.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,218
GCYKCVVKPLIUJZ-GFCCVEGCSA-N,Example 407,"7-amino-6-bromo-N-((5-(difluoromethyl)-2- pyridiny l)methy 1) -N-(( 1R) -1 -(2- pyrimidiny l)ethy 1)-1,8-naphthyridine-3 - carboxamide",,513 515,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,109
GEDKMUBFSUZXAL-UHFFFAOYSA-N,Example 597a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,411
GERJRXGOGMTSKA-OAHLLOKOSA-N,Example 401,2-amino-N-((5-chloro-2-pyridinyl)methyl)-N- ((1R)-1 -(3 -fluoro-2-pyridiny l)ethy 1)-3 -methy 1- 6-quinolinecarboxamide,,450,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,103
GEZHFCWNBQPQDE-OAHLLOKOSA-N,Example 428,2-amino-N-((lR)-l-(5-chloro-2- pyridiny l)ethy 1) -3 -methy 1-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide,,500.3,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,130
GFBCQONWWJSEHE-MRXNPFEDSA-N,Example 550,2-amino-N-((5-carbamoyl-2-pyridinyl)methyl)-N-((lR)-l-(2- fluorophenyl)ethyl)-3-methyl-6-quinolinecarboxamide,,458,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,352
GFPNVFOPWHZLSS-CYBMUJFWSA-N,Example 818,"(R)-N-(l-(l,2,4-oxadiazol-3- y l)ethy 1) -2 -amino -3 -methy 1-N - ((5 -(trifluoromethy l)py ridin-2- y l)methy 1) quinoline -6 - carboxamide",,457.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,331
GFPNVFOPWHZLSS-UHFFFAOYSA-N,Example 795,"N-(l-(l,2,4-oxadiazol-3-yl)ethyl)-2-amino-3- methyl-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide",,457.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,285
GIMKPOAQSAJMPJ-UHFFFAOYSA-N,Example 356,"2-amino-3-methyl-N-(lH-pyrrolo[2,3- b]pyridin-4-ylmethyl)-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",,491.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,58
GJTVQSPOMBZYIA-UHFFFAOYSA-N,Example 319,2-amino-7-fluoro-3-methyl-N-(2-pyrimidiny Imethy 1) -N-((5 -(trifluoromethyl) -2-pyridinyl)methyl)-6-quinolinecarboxamide,,471,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,21
GKEVMDPBCWKWHW-UHFFFAOYSA-N,Example 640,2-amino-N-[(3-bromo-2- pyridyl)methyl]-N-isobutyl-3-methyl- quinoline-6-carboxamide,,427.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,456
GLRBHHBGQGYFHY-UHFFFAOYSA-N,Example 581,"N-(( 1 H-pyrrolo [2,3 -b] py ridin-4- yl)methyl)-2-amino-3-methyl-N- ((5-(trifluoromethyl)pyridin-2- yl)methy 1)-5,6,7,8- tetrahydroquinoline-6- carboxamide",,481.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,395
GLTFOAUNIQMJBW-UHFFFAOYSA-N,Example 586,2-amino-N-((4-ethylthiazol-2-yl)methy 1)-3 -methy l-N-((5 -(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide,,486.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,400
GNKXYKOYLBYFNL-UHFFFAOYSA-N,Example 678,2-amino-N-[(3- hy droxycyclohexy l)methy 1] -3 - methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,473.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,494
GOCDDXMJCRQTHM-UHFFFAOYSA-N,Example 652,"2-amino-3-methyl-N-[[2-(l,2,4- triazol-1 -y 1)-3 -pyridyl] methy 1] -N-[ [5 - (trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide",,519.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,468
GOUVRGOZSBPGQT-LLVKDONJSA-N,Example 535,"7-amino-6-bromo-N-((5- (difluoromethyl)-2- py ridiny l)methy 1) -N-(( 1R) -1-(1- methy 1-1H-1,2,4-triazol-3 - y l)ethy 1)-1,8-naphthyridine-3 - carboxamide",,517/519,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,320
GPDPSNJKPDPWQS-UHFFFAOYSA-N,Example 579,2-amino-3-methyl-N-[(5-methyloxazol-4-yl)methyl]-N-[[5-(trifluoromethyl)-2- pyridyl] methyl] quinoline-6-carboxamide,,456.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,393
GPPSZZTWYOZTKB-UHFFFAOYSA-N,Example 562,2-amino-N-(cyclobutylmethyl)-3-methyl-N-[[5-(trifluoromethyl)-2- pyridyl]methyl]quinoline-6-carboxamide (Method C-l),,429.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,375
GQOSUQSMBOOLSY-QGZVFWFLSA-N,Example 821,(R)-2-amino-N-((5-cyclopropylpyridin-2-yl)methyl)-3-methyl-N-(l- (pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,,439,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,345
GQWGOHNTEGMQDH-OAQYLSRUSA-N,Example 523,"2-amino-N-((5-cyano-2- pyridiny l)methy 1) -3 -methy 1-N - ((8R)-5,6,7,8- tetrahy dro [ 1,2,4]triazolo [ 1,5 - a]pyridin-8-yl)-6- quinolinecarboxamide",,439.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,308
GRGXLTIWQKOIME-GOSISDBHSA-N,Example 757,"(R)-2-amino-N-((6-bromopyridazin-3- yl)methyl)-7-fluoro-3-methyl-N-(5,6,7,8- tetrahydro-[ 1,2,4]triazolo [ 1,5 -a]pyridin-8- yl)quinoline-6-carboxamide",,511/513,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,174
GRNBUMFGIXMBNS-UHFFFAOYSA-N,Example 537,"7-amino-N-((3-fluoropyridin-2-yl)methyl)-6-methyl-N-((5- (trifluoromethyl)pyridin-2-yl)methyl)-l,8-naphthyridine-3-carboxamide",,471,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,334
GSMXGVDXXGMZEN-UHFFFAOYSA-N,Example 625,"2-amino-3 -methy 1-N-(1-(3 -oxo- 3,4-dihydro-2H- benzo[b][l,4]oxazin-6-yl)ethyl)- N-((5-(trifluoromethy l)pyridin- 2-yl)methyl)quinoline-6- carboxamide",,536.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,440
GTUZJYBOYDCTRF-GOSISDBHSA-N,Example 515,"(R)-2-amino-N-(6-fluoro-3,4-dihydro-2H-pyrano[3,2-b]pyridin-4-yl)-3- methyl-N-((6-(trifluoromethyl)pyridazin-3-yl)methyl)quinoline-6-carboxamide",,513.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,300
GTUZJYBOYDCTRF-UHFFFAOYSA-N,Example 515a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,299
GVFSJSJCXYGCIJ-GFCCVEGCSA-N,Example 348,2-amino-N-((6-bromo-3-pyridazinyl)methyl)- 3 -chloro-N-((1R) -1 -(2-py rimidiny l)ethy 1) -6- quinolinecarboxamide,,498,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,50
HBJTZGIHRRRVMZ-UHFFFAOYSA-N,Example 691,2-amino-N-[(5-amino-2- py ridy l)methy 1] -N-( 1 H-indol-3 - ylmethyl)-3-methyl-quinoline-6- carboxamide,,437.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,507
HBWDNPKVEJGPSF-UHFFFAOYSA-N,Example 593,2-amino-N-(isochroman-4-y 1)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,,493.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,407
HCMNIPRUVGTPMC-JOCHJYFZSA-N,Example 738,2-amino-3-bromo-N-((5-cyano-2- pyridinyl)methyl)-N-((R)-cyclopropyl(2- pyrimidinyl)methyl)-6-quinolinecarboxamide,,"514.1, 516",,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,155
HCYWZYKJFCDJMI-CYBMUJFWSA-N,Example 772,"(R) -7-amino-N-((6-ethoxypy ridazin-3 - yl)methyl)-6-iodo-N-(l-(pyrimidin-2- y l)ethy 1)-1,8-naphthyridine-3 -carboxamide",,557.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,189
HDFUSERVBKECQV-UHFFFAOYSA-N,Example 700,"7-amino-N-(2-cyanocyclopentyl)-6- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methy 1] -1,8-naphthyridine-3 - carboxamide",,455.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,516
HDURRRUXFNUJRQ-GOSISDBHSA-N,Example 823,2-Amino-N-((lR)-l-(3-fluoro-2-pyridinyl)ethyl)-3-methyl-N-((6-(4- morpholinyl)-3-pyridazinyl)methyl)-6-quinolinecarboxamide,,502.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,362
HEJHMKIDESPSJX-UHFFFAOYSA-N,Example 317,2 -amino -3 -bromo -N- (2-py rimidiny Imethy 1) -N- ((5 -(trifluoromethyl) -2 -py ridiny l)methy 1) -6-quinolinecarboxamide,,517.0/519.0,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,19
HJLGUXMYDPBNTF-UHFFFAOYSA-N,Example 695,2-amino-N-(2-cyclopropylethyl)-3- methyl-N-[ [5-(trifluoromethy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,429.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,511
HJXNIOMGOYPMGH-GFCCVEGCSA-N,Example 512,"7-amino-6-bromo-N-((lR)-1-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- pyridiny l)methyl)-1,8-naphthyridine-3 - carboxamide",,532/534,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,276
HLBVYOYNRSBFEJ-MRXNPFEDSA-N,Example 786,(R) -2 -amino -N- ((6 - methoxypy ridin-3 - yl)methyl)-3-methyl-N- (l-(pyrimidin-2- yl)ethyl)quinoline-6- carboxamide,,429,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,263
HLDUSDXQKCYTPM-UHFFFAOYSA-N,Example 606,"2-am ino-3-methyl-N-(4,5,6,7- tetrahy drobenzofuran-4-y 1) -N - ((5 -(trifluoromethy l)pyridin-2- yl)methyl)quinoline-6- carboxamide",,481.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,421
HMLPLQXVEYLPQW-UHFFFAOYSA-N,Example 311,2 -amino -N-(cy clopropy Imethy 1)-7-fluoro -3 -methyl-N-((5-(trifluoromethyl)-2-pyridinyl)methyl)-6-quinolinecarboxamide,,433.3,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,13
HNMQZBLHVMWYMK-UHFFFAOYSA-N,Example 797,2-amino-N-( 1 -(2-fluoropyridin-4-y l)ethyl)-3 - methyl-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide,,484,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,287
HOOWOEJIUVDDRP-CQSZACIVSA-N,Example 374,"2-amino-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- pyridinyl)methy 1)-1,7-naphthyridine-6- carboxamide",,468,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,76
HRRAQCLZMJFRGS-UHFFFAOYSA-N,Example 565,2-am ino-3 -methy 1-N- [(4- methylthiazol-5-yl)methyl] -N- [[5-(trifluoromethyl)-2-pyridy I]methy 1] quinoline-6-carboxamide,,471.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,378
HUFTZGAYRLYTLT-HXUWFJFHSA-N,Example 551,"methyl 6-((((2-amino-3-methyl-6-quinolinyl)carbonyl)((lR)-l-(2- pyrimidinyl)ethyl)amino)methyl)-3',6'-dihydro[3,4'-bipyridine]-l'(2'H)-carboxylate",,538,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,354
HWCVZPBVAWLONU-UHFFFAOYSA-N,Example 708,2- amino-3-methyl-N- [(4-methylthiazol-2-yl)methyl] -N- [ [5- (trifluoromethyl)-2-pyridyl]methyl]quinoline-6-carboxamide,,472.1,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,529
HWPDUIFXSIKWGH-UHFFFAOYSA-N,Example 321,"7-amino-6-bromo-N-((3-fluoro-2- pyridinyl)methyl)-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-l,8-naphthyridine-3- carboxamide",,535/537,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,23
HYAVXFXZXAYXKB-UHFFFAOYSA-N,Example 553a,,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,357
HZGRKYIXTFNESI-OAHLLOKOSA-N,Example 402,2-amino-N-((5-bromo-2-pyridinyl)methyl)-3- methyl-N-((lR)-l -(2-pyrimidinyl)ethy 1)-6- quinolinecarboxamide,,477/479,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,104
HZGRKYIXTFNESI-UHFFFAOYSA-N,Example 556a,2-Amino-N-((5-bromopyridin-2-yl)methyl)-3-methyl-N-(1-(pyrimidin-2-yl)ethyl)quinoline-6-carboxamide,,,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,364
HZUJJCPCJKEOMA-NRFANRHFSA-N,Example 837,(S)-2-amino-N-(2-cyano-l- cyclopropylethyl)-N-((5- cyanopyridin-2-yl)methyl)-3- iodoquinoline-6-carboxamide,,523.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,539
IAMGBYJACPTXKE-UHFFFAOYSA-N,Example 655,2-amino-3-methyl-N-prop-2-ynyl-N- [ [ 5 -(trifluoromethyl) -2- pyridyl]methyl] quinoline-6- carboxamide,,399.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,471
ICWAFFIWLALNGH-UHFFFAOYSA-N,Example 619,N-((lH-indazol-6-y l)methy 1)-2- amino-3-methyl-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6- carboxamide,,491.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,434
IDLCQPPQEHZYSL-UYAOXDASSA-N,Example 749,"2-amino-N-((3R,4R)-4-fluorotetrahydro-2H- pyran-3 -y 1) -3 -methy 1-N-((5 -(trifluoromethy 1)- 2-pyridinyl)methyl)-6-quinolinecarboxamide and 2-amino-N-((3S,4S)-4-fluorotetrahydro- 2H-pyran-3-yl)-3-methyl-N-((5- (trifluoromethyl)-2-pyridinyl)methy 1)-6- quinolinecarboxamide",,463.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,166
IETBDNVZLQUIKU-UHFFFAOYSA-N,Example 342,2-amino-3-methyl-N-(4-pyridinylmethyl)-N- ((5-(trifluoromethyl)-2-pyridinyl)methyl)-6- quinolinecarboxamide,,452,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,44
IFQYQMTWUUVNCN-UHFFFAOYSA-N,Example 641,2-amino-N-(2-hydroxy-l -methylpropyl) -3 -methyl-N - [ [5 - (trifluorome thy 1)-2- pyridyl]methyl] quinoline-6- carboxamide,,433.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,457
IIRNKEQNHHDDAR-UHFFFAOYSA-N,Example 585,2-amino-N-(2-(isoxazol-3 - yl)ethyl)-3-methyl-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,,456.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,399
IITXYQJXBOMPCZ-UHFFFAOYSA-N,Example 371,2-amino-N-(lH-indazol-4-y Imethy 1)-3- methyl-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,,491,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,73
IMICUAZJVUTRLL-MRXNPFEDSA-N,Example 513,2-amino-N-((4-cyano-2-pyridinyl)methyl)-3- methyl-N-((lR)-l-(2-pyrimidinyl)ethyl)-6- quinolinecarboxamide,,424,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,277
INEBBFJWQQIERP-UHFFFAOYSA-N,Example 599,"2-amino-3 -methy 1-N - [(2-oxo- 1,5,6,7- tetrahydrocyclopenta[b]pyridin- 3-yl)methyl]-N-[[5- (trifluoromethy 1) -2- pyridyl]methyl]quinoline-6- carboxamide",,508.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,414
INHYVQPBDYGOAK-HSZRJFAPSA-N,Example 530,2-amino-N-((l S)-2-methoxy- l- (2-pyridinyl)ethyl)-3-methyl-N- ((5-(trifluoromethyl)-2- pyridinyl)methyl)-6- quinolinecarboxamide,,496.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,315
INIZUDGCNRLQBG-QGZVFWFLSA-N,Example 549,2-amino-N-((5-cyano-3-methyl-2-pyridinyl)methyl)-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,,438,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,351
IOPORGBYHTVGOY-UHFFFAOYSA-N,Example 621,"2-amino-N-(imidazo [1,2-a]pyridin-7-ylmethyl)-3-methyl-N-((5-(trifluoromethyl)pyridin-2-yl)methyl)quinoline-6-carboxamide",,491.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,436
IPBWMTHSSHDIPF-UHFFFAOYSA-N,Example 584,2-amino-N-(2-ethoxypropyl)-3- methyl-N-((5- (trifluoromethyl)pyridin-2- y l)methy 1) quinoline -6 - carboxamide,,447.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,398
IPWMFEVNFSDWFN-QGZVFWFLSA-N,Example 359,"2-ammo-N-((5-(3,3-difluoro-l-azetidinyl)-2- pyridinyl)methyl)-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide",,490.2,,,,,2021,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,61
