compound_key,compound_id,iupac_name,mw,lcms_text,nmr_1h_text,flag_asterisk,flag_imaging_conflict,flag_smiles_o3_changed,year,provenance_file,provenance_sheet,provenance_row
JXUPFJHNEKBYRV-UHFFFAOYSA-N,Example 84,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,88
JZOZNJGAXJAVGU-UHFFFAOYSA-N,Example 62,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,66
KCBWAFJCKVKYHO-UHFFFAOYSA-N,Example 143,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,147
KEINMHRKVDSFCJ-UHFFFAOYSA-N,Example 33,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,37
KEZQIUZOTIYDOM-AWEZNQCLSA-N,Example 88,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,92
KEZQIUZOTIYDOM-CQSZACIVSA-N,Example 89,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,93
KKBXTJKIBDRCGJ-UHFFFAOYSA-N,Example 133,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,137
KKPXGBQBSYFCEI-UHFFFAOYSA-N,Example 196,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,200
KKWUJLRRVDYGJT-UHFFFAOYSA-N,Example 11,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,15
KOHZVKWRFKCARY-UHFFFAOYSA-N,Example 30,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,34
KOSMSSACBFDIQG-HNNXBMFYSA-N,Example 169,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,173
KOSMSSACBFDIQG-UHFFFAOYSA-N,Example 141,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,145
KPJVZGDUCSHZQM-UHFFFAOYSA-N,Example 211,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,215
KTCDCWKVKTYLED-UHFFFAOYSA-N,Example 22,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,26
KUTRDDUYCMVCJO-UHFFFAOYSA-N,Example 151,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,155
KVMCQYGIKNCIHC-UHFFFAOYSA-N,Example 57,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,61
KZMVFYQAAXVGDW-UHFFFAOYSA-N,Example 2,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,6
LCBZXLZFJONFLB-UHFFFAOYSA-N,Example 49,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,53
LGJJAYQIBAZQCX-UHFFFAOYSA-N,Example 132,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,136
LMFLXLWYDZANBK-UHFFFAOYSA-N,Example 182,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,186
LNCHUZPVCVBBAB-KRWDZBQOSA-N,Example 97,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,101
LNCHUZPVCVBBAB-QGZVFWFLSA-N,Example 98,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,102
LQZLSDDLURXUJR-UHFFFAOYSA-N,Example 189,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,193
LXLOGIXSRZBXMU-UHFFFAOYSA-N,Example 145,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,149
MEGSCPLNHQHKHM-UHFFFAOYSA-N,Example 205,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,209
MHFQUKFNVXISBF-UHFFFAOYSA-N,Example 34,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,38
MKENUEORKLXTRM-UHFFFAOYSA-N,Example 138,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,142
MNNCAAVSUMLNQO-UHFFFAOYSA-N,Example 27,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,31
MOGKCHHZWMLPOC-UHFFFAOYSA-N,Example 36,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,40
MRCUJCABLSXMGR-UHFFFAOYSA-N,Example 56,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,60
NDGGFKQIJMZBQX-HNNXBMFYSA-N,Example 94,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,98
NGMUMRCELIKFGN-CQSZACIVSA-N,Example 93,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,97
NKSBTMFDBKJPOS-UHFFFAOYSA-N,Example 7,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,11
NLJAVKBNQAZZRV-UHFFFAOYSA-N,Example 193,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,197
NNOCTAQSTNGLQT-UHFFFAOYSA-N,Example 172,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,176
NTYVSFJWWCEJAZ-UHFFFAOYSA-N,Example 216,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,220
NWSSBTWYBORKIS-UHFFFAOYSA-N,Example 128,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,132
NWUBFUWVUWCFRR-UHFFFAOYSA-N,Example 59,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,63
NXKGJDXSEDBYFQ-UHFFFAOYSA-N,Example 15,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,19
OCKWXCMKXXLQSF-UHFFFAOYSA-N,Example 123,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,127
OEEDLWZPIOWQFY-UHFFFAOYSA-N,Example 70,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,74
OEMIXWMYUUSHOQ-HNNXBMFYSA-N,Example 178,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,182
OEMIXWMYUUSHOQ-UHFFFAOYSA-N,Example 177,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,181
OLSYJTUCWDEPFA-HNNXBMFYSA-N,Example 180,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,184
OODYYBKJNUANOW-UHFFFAOYSA-N,Example 158,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,162
OQFIZSFHPDEKEF-UHFFFAOYSA-N,Example 8,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,12
OUVIVWKOUQKVEE-UHFFFAOYSA-N,Example 149,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,153
OXGLKUUMMFAEDP-UHFFFAOYSA-N,Example 72,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,76
PEWBUWUSJSTISN-UHFFFAOYSA-N,Example 113,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,117
PISKIGDUHOIXAC-UHFFFAOYSA-N,Example 186,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,190
PIXLLDKYXGBCBR-UHFFFAOYSA-N,Example 23,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,27
PJSFZPLXWSOFRE-UHFFFAOYSA-N,Example 157,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,161
PQMBMZRJUFSKJW-UHFFFAOYSA-N,Example 201,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,205
PRBHPBIFZYCGLP-UHFFFAOYSA-N,Example 203,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,207
PVMLMBZHJPOSHL-UHFFFAOYSA-N,Example 12,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,16
PXTATGUUDUEXNF-UHFFFAOYSA-N,Example 39,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,43
QBPMDODSBGYCMG-UHFFFAOYSA-N,Example 175,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,179
QCLBBCRNZYNOCQ-UHFFFAOYSA-N,Example 9,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,13
QEAWKCSUJVLVSZ-UHFFFAOYSA-N,Example 80,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,84
QOEXRPHTOKXHFV-UHFFFAOYSA-N,Example 192,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,196
QQDKCLJZKBPMMA-UHFFFAOYSA-N,Example 135,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,139
QQZRDNDRHJSXEW-HNNXBMFYSA-N,Example 118,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,122
QQZRDNDRHJSXEW-UHFFFAOYSA-N,Example 116,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,120
QRQNSLLIPRBKMJ-UHFFFAOYSA-N,Example 207,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,211
QUPLOCSTLZVUIE-UHFFFAOYSA-N,Example 176,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,180
RCYYAOREUGOIJI-UHFFFAOYSA-N,Example 150,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,154
RDSDAMUHQSAVAO-UHFFFAOYSA-N,Example 64,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,68
RIGNJEKHIMHSQQ-UHFFFAOYSA-N,Example 146,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,150
RMSLEFPICSCEAL-UHFFFAOYSA-N,Example 3,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,7
RPCRUPSIGDDPIB-UHFFFAOYSA-N,Example 13,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,17
RRNYYVHPYXNLDO-UHFFFAOYSA-N,Example 17,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,21
SAFCSFJFBPHCSN-UHFFFAOYSA-N,Example 82,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,86
SBQMJJKUAWUJSQ-UHFFFAOYSA-N,Example 212,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,216
SMI:8b67ad280f582216ad2d4d477e02b3c4ed057cfb,Example 140,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,144
SMI:9d68640fb9d776bcd510beb49428eef84c9bfa4c,Example 139,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,143
SMI:abf767600f262fa45787a0fc1cc9ca56e1e62b28,Example 14,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,18
SOXZHXLUTIGERE-ZDUSSCGKSA-N,Example 188,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,192
SRBWWXBOHCTTNU-UHFFFAOYSA-N,Example 21,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,25
SRMRUXUPHPNWSE-UHFFFAOYSA-N,Example 204,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,208
STFQWLOAUNAWMP-UHFFFAOYSA-N,Example 202,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,206
SUNYAOMERMEWNV-UHFFFAOYSA-N,Example 54,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,58
SXSKVTJTESGSGU-UHFFFAOYSA-N,Example 91,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,95
SYAAFANLBVBVJW-UHFFFAOYSA-N,Example 52,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,56
SZEYHOYYLMSZOC-UHFFFAOYSA-N,Example 125,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,129
SZYBOXMRKRFJRH-UHFFFAOYSA-N,Example 41,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,45
TULKNAPQKNDRSP-AWEZNQCLSA-N,Example 96,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,100
TYCALOZFRDAUAZ-UHFFFAOYSA-N,Example 137,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,141
UMUDHEQFGSXNCF-UHFFFAOYSA-N,Example 126,,,,,False,,,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,130
UOUIETJBXJQTEY-UHFFFAOYSA-N,Example 101,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,105
UQSHAEDEPRIDPU-UHFFFAOYSA-N,Example 53,,,,,True,,True,2020,data/bronze/artifacts/2020_raw.xlsx,Example 1 ~ Example 217,57
