compound_key,smiles_canonical,has_structure,iupac_name,inchikey14
GPZFXLKQXSIFRG-UHFFFAOYSA-N,CCOc1ncnc(C2CC2)c1-c1ncc2c(OCC)nn(Cc3ccc(-c4nc(C(F)(F)F)cn4CC)cc3)c2n1,True,,GPZFXLKQXSIFRG
GSHQVGPGDQHVGN-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C4CC4)cc3)c2n1,True,,GSHQVGPGDQHVGN
HGYGFVLIGCWADI-UHFFFAOYSA-N,COCCOc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,HGYGFVLIGCWADI
HJXLPHGVVZZXFQ-UHFFFAOYSA-N,Cn1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(C#N)ncnc4C4CC4)nc32)cc1,True,,HJXLPHGVVZZXFQ
HLIJEGMOHKWJKE-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2c(n1)N(Cc1ccc(-c3nc(C(F)(F)F)cn3C(C)C)c(F)c1)C(=O)C2,True,,HLIJEGMOHKWJKE
HLTXRSKLFLMGSA-UHFFFAOYSA-N,COc1ncnc(C2(C)CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,HLTXRSKLFLMGSA
HTFXRDSNKRQZHM-UHFFFAOYSA-N,COc1ncnc(C2CCC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)cc3)c2n1,True,,HTFXRDSNKRQZHM
HUNFEDPRJFWDPF-UHFFFAOYSA-N,COc1ncnc(C(C)C)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)cc3)c2n1,True,,HUNFEDPRJFWDPF
HVZXKMKLAJAGBJ-UHFFFAOYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OCc5ccccc5)ncnc4C4CC4)nc32)cc1,True,,HVZXKMKLAJAGBJ
HWTINLSEXSYKBT-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2nc(C)n(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,HWTINLSEXSYKBT
HXGGDMPWYUDBLN-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc([N+](=O)[O-])cn4C(C)C)cc3)c2n1,True,,HXGGDMPWYUDBLN
HXULFKPXXVZFPG-UHFFFAOYSA-N,COc1cn(C(C)C)c(-c2ccc(Cn3ncc4cnc(-c5c(OC)ncnc5C5CC5)nc43)cc2)n1,True,,HXULFKPXXVZFPG
IAZPSCFIYNWHHY-UHFFFAOYSA-N,Cc1cc(C(F)(F)F)nn1-c1ccc(Cn2ncc3cnc(-c4cccnc4C(C)C)nc32)cc1,True,,IAZPSCFIYNWHHY
IBQWRUMCUSDSSZ-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)c(Br)n4C(C)C)cc3)c2n1,True,,IBQWRUMCUSDSSZ
ICNQWTQOTOSFKR-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C4CCC4)cc3)c2n1,True,,ICNQWTQOTOSFKR
IDPLEONMPTUHBO-UHFFFAOYSA-N,CC(C)c1ccccc1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,IDPLEONMPTUHBO
IIRXZRWPWANNQK-UHFFFAOYSA-N,COc1cc(Cn2ncc3cnc(-c4c(OC)ncnc4C4CC4)nc32)ccc1-n1nc(CF)cc1C,True,,IIRXZRWPWANNQK
ILUFPKQVBKCNBG-UHFFFAOYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC)ncnc4C4CC4)nc32)cn1,True,,ILUFPKQVBKCNBG
IQRJGSCCIBFNOJ-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C4CN(C)C4)cc3)c2n1,True,,IQRJGSCCIBFNOJ
IRZTYERNAICCKN-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(CF)cc4C(C)C)cc3)c2n1,True,,IRZTYERNAICCKN
ISPOHKLXYDRZHF-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)c(Br)n4C)cc3)c2n1,True,,ISPOHKLXYDRZHF
IUZXQHLGSZGDFE-UHFFFAOYSA-N,COc1ncnc(C)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,IUZXQHLGSZGDFE
JBKCUYPEAHHDNG-UHFFFAOYSA-N,COCCOc1ncnc(C)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,JBKCUYPEAHHDNG
JBKRWBWZDCSHSL-UHFFFAOYSA-N,COc1nc(C)c(-c2ncc3cnn(Cc4ccc(-c5nc(CF)cn5C)cc4)c3n2)c(OC)n1,True,,JBKRWBWZDCSHSL
JMKKUXKKEJAVBV-UHFFFAOYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC(F)F)ncnc4C4CC4)nc32)cc1,True,,JMKKUXKKEJAVBV
JONIDBUADRBVHS-UHFFFAOYSA-N,CSc1ncnc(C)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,JONIDBUADRBVHS
JSPJEMZJOMRSQH-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2nc(C3CC3)n(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,JSPJEMZJOMRSQH
JTEVXZDTWGYGNG-UHFFFAOYSA-N,COc1nc(N)nc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(CF)cc4C)cc3)c2n1,True,,JTEVXZDTWGYGNG
JVHSISVMEJUYNE-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1nc(N(C)C)c2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)cc3)c2n1,True,,JVHSISVMEJUYNE
JXIOOJUJFYDHRE-UHFFFAOYSA-N,COc1ncnc(C2CC2(C)C)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)cc3)c2n1,True,,JXIOOJUJFYDHRE
JXUPFJHNEKBYRV-UHFFFAOYSA-N,CCn1cc(CF)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC)cnn4C4CCC4)nc32)cc1,True,,JXUPFJHNEKBYRV
JZOZNJGAXJAVGU-UHFFFAOYSA-N,CC(C)n1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC(F)F)ncnc4C4CC4)nc32)cc1,True,,JZOZNJGAXJAVGU
KCBWAFJCKVKYHO-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)cc3)c2n1,True,,KCBWAFJCKVKYHO
KEINMHRKVDSFCJ-UHFFFAOYSA-N,COc1ncnc(C)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,KEINMHRKVDSFCJ
KEZQIUZOTIYDOM-AWEZNQCLSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc([C@H](C)n2ncc3cnc(-c4c(OC)ncnc4OC)nc32)cc1,True,,KEZQIUZOTIYDOM
KEZQIUZOTIYDOM-CQSZACIVSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc([C@@H](C)n2ncc3cnc(-c4c(OC)ncnc4OC)nc32)cc1,True,,KEZQIUZOTIYDOM
KKBXTJKIBDRCGJ-UHFFFAOYSA-N,COc1nc(C)nc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,KKBXTJKIBDRCGJ
KKPXGBQBSYFCEI-UHFFFAOYSA-N,CCn1cc(C(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC)ncnc4C4CC4)nc32)cc1,True,,KKPXGBQBSYFCEI
KKWUJLRRVDYGJT-UHFFFAOYSA-N,COc1cccc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,KKWUJLRRVDYGJT
KOHZVKWRFKCARY-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(CF)cc4-c4ccco4)cc3)c2n1,True,,KOHZVKWRFKCARY
KOSMSSACBFDIQG-HNNXBMFYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn([C@@H](C)c3ccc(-c4nc(C(F)(F)F)cn4CCF)cc3)c2n1,True,,KOSMSSACBFDIQG
KOSMSSACBFDIQG-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(C(C)c3ccc(-c4nc(C(F)(F)F)cn4CCF)cc3)c2n1,True,,KOSMSSACBFDIQG
KPJVZGDUCSHZQM-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2nc(C)n(Cc3ccc(-n4nc(C(F)(F)F)cc4C)cc3)c2n1,True,,KPJVZGDUCSHZQM
KTCDCWKVKTYLED-UHFFFAOYSA-N,Cc1nc(-c2ccccc2C(C)C)nc2c1cnn2Cc1ccc(-c2nc(C(F)(F)F)cn2C)cc1,True,,KTCDCWKVKTYLED
KUTRDDUYCMVCJO-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)CF)cc3)c2n1,True,,KUTRDDUYCMVCJO
KVMCQYGIKNCIHC-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)nn4C)c(F)c3)c2n1,True,,KVMCQYGIKNCIHC
KZMVFYQAAXVGDW-UHFFFAOYSA-N,COc1ccccc1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,KZMVFYQAAXVGDW
LCBZXLZFJONFLB-UHFFFAOYSA-N,Cc1cc(C(F)(F)F)nn1-c1ccc(Cn2ncc3cnc(-c4cccnc4C#N)nc32)cc1,True,,LCBZXLZFJONFLB
LGJJAYQIBAZQCX-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nccc(C(F)(F)F)n4)cc3)c2n1,True,,LGJJAYQIBAZQCX
LMFLXLWYDZANBK-UHFFFAOYSA-N,CCOc1nn(Cc2ccc(-c3nc(C(F)(F)F)cn3CC)cc2)c2nc(-c3c(OC)ncnc3C3CC3)ncc12,True,,LMFLXLWYDZANBK
LNCHUZPVCVBBAB-KRWDZBQOSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn([C@@H](C)c3ccc(-c4nc(CF)cn4C(C)C)cc3)c2n1,True,,LNCHUZPVCVBBAB
LNCHUZPVCVBBAB-QGZVFWFLSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn([C@H](C)c3ccc(-c4nc(CF)cn4C(C)C)cc3)c2n1,True,,LNCHUZPVCVBBAB
LQZLSDDLURXUJR-UHFFFAOYSA-N,CCn1c(-c2ccc(Cn3nc(OC)c4cnc(-c5c(OC)ncnc5C5CC5)nc43)cc2)nc(C(F)(F)F)c1Br,True,,LQZLSDDLURXUJR
LXLOGIXSRZBXMU-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C4COC4)cc3)c2n1,True,,LXLOGIXSRZBXMU
MEGSCPLNHQHKHM-UHFFFAOYSA-N,CCc1nc2cnc(-c3c(OC)ncnc3C3CC3)nc2n1Cc1ccc(-c2nc(C(F)(F)F)cn2C(C)C)cc1,True,,MEGSCPLNHQHKHM
MHFQUKFNVXISBF-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4cn(C(C)C)c(C(F)(F)F)n4)cc3)c2n1,True,,MHFQUKFNVXISBF
MKENUEORKLXTRM-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4CC(F)F)cc3)c2n1,True,,MKENUEORKLXTRM
MNNCAAVSUMLNQO-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(CF)cc4C)cc3)c2n1,True,,MNNCAAVSUMLNQO
MOGKCHHZWMLPOC-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)F)n(C)n4)cc3)c2n1,True,,MOGKCHHZWMLPOC
MRCUJCABLSXMGR-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)nn4C)cc3)c2n1,True,,MRCUJCABLSXMGR
NDGGFKQIJMZBQX-HNNXBMFYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc([C@H](C)n2ncc3cnc(-c4c(OC)ncnc4C4CC4)nc32)cc1,True,,NDGGFKQIJMZBQX
NGMUMRCELIKFGN-CQSZACIVSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn([C@H](C)c3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,NGMUMRCELIKFGN
NKSBTMFDBKJPOS-UHFFFAOYSA-N,CCS(=O)(=O)c1ccccc1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,NKSBTMFDBKJPOS
NLJAVKBNQAZZRV-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4CS(C)(=O)=O)cc3)c2n1,True,,NLJAVKBNQAZZRV
NNOCTAQSTNGLQT-UHFFFAOYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc(Cn2nc(C#N)c3cnc(-c4c(OC)ncnc4C4CC4)nc32)cc1,True,,NNOCTAQSTNGLQT
NTYVSFJWWCEJAZ-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2c(Br)cn(Cc3ccc(-c4nc(C(F)(F)F)cn4C(C)C)c(F)c3)c2n1,True,,NTYVSFJWWCEJAZ
NWSSBTWYBORKIS-UHFFFAOYSA-N,CCn1cc(CF)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC)ncnc4C4CC4)nc32)cc1OC,True,,NWSSBTWYBORKIS
NWUBFUWVUWCFRR-UHFFFAOYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc(Cn2ncc3cnc(-c4c(OC(C)(C)C)ncnc4C4CC4)nc32)cc1,True,,NWUBFUWVUWCFRR
NXKGJDXSEDBYFQ-UHFFFAOYSA-N,COc1ncnc(C2CCC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,NXKGJDXSEDBYFQ
OCKWXCMKXXLQSF-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(C(F)F)cc4N(C)C)cc3)c2n1,True,,OCKWXCMKXXLQSF
OEEDLWZPIOWQFY-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-n4nc(C#N)cc4OC)cc3)c2n1,True,,OEEDLWZPIOWQFY
OEMIXWMYUUSHOQ-HNNXBMFYSA-N,COc1ncnc(C2CC2)c1-c1ncc2c(OC)nn([C@@H](C)c3ccc(-c4nc(C(F)(F)F)cn4CCF)cc3)c2n1,True,,OEMIXWMYUUSHOQ
OEMIXWMYUUSHOQ-UHFFFAOYSA-N,COc1ncnc(C2CC2)c1-c1ncc2c(OC)nn(C(C)c3ccc(-c4nc(C(F)(F)F)cn4CCF)cc3)c2n1,True,,OEMIXWMYUUSHOQ
OLSYJTUCWDEPFA-HNNXBMFYSA-N,CCn1cc(C(F)(F)F)nc1-c1ccc([C@H](C)n2nc(OC)c3cnc(-c4c(OC)ncnc4C4CC4)nc32)cc1,True,,OLSYJTUCWDEPFA
OODYYBKJNUANOW-UHFFFAOYSA-N,CNc1ncnc(C2CC2)c1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,OODYYBKJNUANOW
OQFIZSFHPDEKEF-UHFFFAOYSA-N,COc1cnccc1-c1ncc2cnn(Cc3ccc(-c4nc(C(F)(F)F)cn4C)cc3)c2n1,True,,OQFIZSFHPDEKEF
