compound_id,dataset_id,smiles_raw,smiles_canonical,inchikey
31,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(F)C(Cl)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(F)c(Cl)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,WNLYEZZFHDUJRL-UHFFFAOYSA-N
32,2017,CC(=O)/C1=C(\SCC2=CC=C(N(O)=O)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,,
33,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(N(O)=O)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,,
34,2017,CC(=O)/C1=C(\S(=O)(=O)CC2=CC=CC=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)(=O)Cc2ccccc2)[nH]c2c(Br)ccc(Cl)c2c1=O,NUPDLHGYKKDUTR-UHFFFAOYSA-N
35,2017,CS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1S(C)(=O)=O,CSc1c(C(C)=O)c(=O)c2c(Cl)ccc(Br)c2n1S(C)(=O)=O,QZUOQDVURHMTNF-UHFFFAOYSA-N
36,2017,CC(=O)/C1=C(\S(C)=O)N(S(=O)(=O)C(F)(F)F)C2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(C)=O)n(S(=O)(=O)C(F)(F)F)c2c(Br)ccc(Cl)c2c1=O,JWBFYUJKEFJNDB-UHFFFAOYSA-N
37,2017,CS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1S(=O)(=O)C1=CC=C(Cl)C=C1,CSc1c(C(C)=O)c(=O)c2c(Cl)ccc(Br)c2n1S(=O)(=O)c1ccc(Cl)cc1,CIWAJLYOUVBDEU-UHFFFAOYSA-N
38,2017,CS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1S(=O)(=O)C1=CC=C(N(O)=O)C=C1,,
39,2017,CCS(=O)(=O)N1C2=C(Br)C=CC(Cl)=C2C(=O)/C(C(C)=O)=C\1S(C)=O,CCS(=O)(=O)n1c(S(C)=O)c(C(C)=O)c(=O)c2c(Cl)ccc(Br)c21,CYXYHIGQABVCPX-UHFFFAOYSA-N
40,2017,CS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1S(=O)(=O)C1=CC=C(C(C)(C)C)C=C1,CSc1c(C(C)=O)c(=O)c2c(Cl)ccc(Br)c2n1S(=O)(=O)c1ccc(C(C)(C)C)cc1,FJJRMRVVRIWOLC-UHFFFAOYSA-N
41,2017,CC(=O)/C1=C(\S(C)(=O)=O)N(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(C)(=O)=O)n(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c2c(Br)ccc(Cl)c2c1=O,RELRCEWWAVDFHC-UHFFFAOYSA-N
42,2017,CC(=O)/C1=C(\S(C)=O)N(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)C2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(C)=O)n(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c2c(Br)ccc(Cl)c2c1=O,FDZNKSRHZNKZNR-UHFFFAOYSA-N
43,2017,CC(=O)/C1=C(\SCC2=CC(Cl)=CC=C2Cl)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(SCc2cc(Cl)ccc2Cl)[nH]c2c(Br)ccc(Cl)c2c1=O,JCTQDIFMDIKQHF-UHFFFAOYSA-N
44,2017,CC(=O)/C1=C(\S(=O)CC2=CC(Cl)=CC=C2Cl)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cc(Cl)ccc2Cl)[nH]c2c(Br)ccc(Cl)c2c1=O,VGTBZXNYUNEAKO-UHFFFAOYSA-N
45,2017,CC(=O)/C1=C(\SCC2=CC(F)=CC(F)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(SCc2cc(F)cc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,WYSONGJBGAROQY-UHFFFAOYSA-N
46,2017,CC(=O)/C1=C(\S(=O)CC2=CC(F)=CC(F)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cc(F)cc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,MECRNLNRUHOJMT-UHFFFAOYSA-N
47,2017,CC(=O)/C1=C(\SCC2=CC=CC(I)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(SCc2cccc(I)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,QACWRDXPNXXFJS-UHFFFAOYSA-N
48,2017,CC(=O)/C1=C(\S(=O)CC2=CC=CC(I)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cccc(I)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,SDFJQWOBKBDZDT-UHFFFAOYSA-N
49,2017,CC(=O)/C1=C(\SCC2=CC=CC(F)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(SCc2cccc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,FWKBMHJIJSCWCN-UHFFFAOYSA-N
50,2017,CC(=O)/C1=C(\S(=O)CC2=CC=CC(F)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cccc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,QUVGGBLPRFORMF-UHFFFAOYSA-N
51,2017,CC(=O)/C1=C(\S(=O)CC2=NOC(C)=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cc(C)on2)[nH]c2c(Br)ccc(Cl)c2c1=O,FKYIYEQDUCUDGO-UHFFFAOYSA-N
52,2017,CC(=O)C1=C(\O)C2=C(Cl)C=CC(Br)=C2/N=C\1SCC1=CC=CC=C1,CC(=O)c1c(SCc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,MHEXFMXBGSLBGQ-UHFFFAOYSA-N
53,2017,CC(=O)C1=C(\O)C2=C(Cl)C=CC(Br)=C2/N=C\1S(=O)CC1=CC=CC=C1,CC(=O)c1c(S(=O)Cc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,NBHDQZYSCSOIIP-UHFFFAOYSA-N
54,2017,CC(=O)C1=C(\O)C2=C(Cl)C=CC(Br)=C2/N=C\1S(=O)(=O)CC1=CC=CC=C1,CC(=O)c1c(S(=O)(=O)Cc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,NUPDLHGYKKDUTR-UHFFFAOYSA-N
55,2017,COC1=CC(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Br)=C3N2)=CC=C1,COc1cccc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(C)=O)c1,RQTXLDUPHXZDFX-UHFFFAOYSA-N
56,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(SC(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,VFRKNEMBXBTJNX-UHFFFAOYSA-N
57,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(N(O)=O)C=C2)NC2=C(Cl)C=CC(Cl)=C2C1=O,,
58,2017,CC(=O)/C1=C(\S(=O)CC2=C(C#N)C=CC=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccccc2C#N)[nH]c2c(Br)ccc(Cl)c2c1=O,GVXYXXRDYDSIPM-UHFFFAOYSA-N
59,2017,COC1=CC(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Br)=C3N2)=CC(OC)=C1,COc1cc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(C)=O)cc(OC)c1,SMZSYLDIUDJLGZ-UHFFFAOYSA-N
60,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(C)(C)C)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C(C)(C)C)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,JLDPVZDWUGRTJF-UHFFFAOYSA-N
61,2017,COCS/C1=C(\C(C)=O)C(=O)C2=C(Cl)C=CC(Br)=C2N1,COCSc1[nH]c2c(Br)ccc(Cl)c2c(=O)c1C(C)=O,VENJQZPPCCDBCK-UHFFFAOYSA-N
62,2017,CC(=O)/C1=C(\S)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S)[nH]c2c(Br)ccc(Cl)c2c1=O,QUYALKNMPJZMGZ-UHFFFAOYSA-N
63,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(=O)C3=CC=CC=C3)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C(=O)c3ccccc3)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,VCRIMDHBEBQSJD-UHFFFAOYSA-N
64,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(S(=O)C(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(S(=O)C(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,GDMJICOAEDPJNG-UHFFFAOYSA-N
65,2017,CC(=O)/C1=C(\S(=O)CC#N)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)CC#N)[nH]c2c(Br)ccc(Cl)c2c1=O,WPXMAFJILSEDKS-UHFFFAOYSA-N
66,2017,CC(=O)/C1=C(\SCC#N)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(SCC#N)[nH]c2c(Br)ccc(Cl)c2c1=O,DHSRMQGZOAVOBF-UHFFFAOYSA-N
67,2017,CC(=O)/C1=C(\S/C=C\C(=O)O)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S/C=C\C(=O)O)[nH]c2c(Br)ccc(Cl)c2c1=O,NROOEQWOAUINIG-PLNGDYQASA-N
68,2017,O=C1C(=C(S(=O)CC2=CC=C(C=C2)[S](F)(F)(F)(F)F)NC2C1=C(Cl)C=CC=2Br)C(=O)C,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,OWEAMNMRDZVQJK-UHFFFAOYSA-N
69,2017,O=C(C)C1=C(S(=O)CC2=CC=C(C=C2F)[S](F)(F)(F)(F)F)NC2C(=C(Cl)C=CC=2Br)C1=O,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2F)[nH]c2c(Br)ccc(Cl)c2c1=O,DVBKACZOXGEGRY-UHFFFAOYSA-N
70,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,BWVWSOUYXQNDBX-UHFFFAOYSA-N
71,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(OC(F)(F)F)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(OC(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,XROACKBPOVVOCU-UHFFFAOYSA-N
72,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)O2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)o2)[nH]c2c(Br)ccc(Cl)c2c1=O,TZJBCKFPTFMTAZ-UHFFFAOYSA-N
73,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C#N)C=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C#N)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,ASSSZANRALNQHT-UHFFFAOYSA-N
74,2017,CC(=O)/C1=C(\S(=O)CC2=C(F)C=CC=C2Cl)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2c(F)cccc2Cl)[nH]c2c(Br)ccc(Cl)c2c1=O,CTEOUZBDCZOBKU-UHFFFAOYSA-N
75,2017,O=S(C1=C(C(=O)C2C(=C(Br)C=CC=2Cl)N1)C(=O)C)CC1=CC=C(C=C1OC)[S](F)(F)(F)(F)F,COc1cc(S(F)(F)(F)(F)F)ccc1CS(=O)c1[nH]c2c(Br)ccc(Cl)c2c(=O)c1C(C)=O,SDIGZZKVKDIYSJ-UHFFFAOYSA-N
76,2017,ClC1=CC(Br)=C2C(=C1)C(=O)C(=C(S(=O)CC3=CC(F)=CC(=C3)[S](F)(F)(F)(F)F)N2)C(=O)C,CC(=O)c1c(S(=O)Cc2cc(F)cc(S(F)(F)(F)(F)F)c2)[nH]c2c(Br)cc(Cl)cc2c1=O,YAVHPJSBKWOEHQ-UHFFFAOYSA-N
77,2017,ClC1=CC(Br)=C2C(=C1)C(=O)C(=C(S(=O)CC3=CC(F)=CC(=C3)[S](F)(F)(F)(F)F)N2)C(=O)C,CC(=O)c1c(S(=O)Cc2cc(F)cc(S(F)(F)(F)(F)F)c2)[nH]c2c(Br)cc(Cl)cc2c1=O,YAVHPJSBKWOEHQ-UHFFFAOYSA-N
78,2017,CC(=O)/C1=C(\S(=O)CC2=C(F)C(F)=C(F)C(F)=C2F)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2c(F)c(F)c(F)c(F)c2F)[nH]c2c(Br)ccc(Cl)c2c1=O,QIGCLGYUFDNHBP-UHFFFAOYSA-N
79,2017,O=S(C1=C(C(=O)C)C(=O)C2C(=C(Cl)C=CC=2Cl)N1)CC1=CC=C(C=C1)SC(F)(F)F,CC(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(Cl)ccc(Cl)c2c1=O,HTAWNVVAZPWFCA-UHFFFAOYSA-N
80,2017,O=C1C2C(=C(F)C=CC=2F)NC(=C1C(=O)C)S(=O)CC1=CC=C(C=C1)[S](F)(F)(F)(F)F,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,BBLGCYWBUZRVIX-UHFFFAOYSA-N
81,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(C(F)(F)F)O2)NC2=C(F)C=CC(F)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)o2)[nH]c2c(F)ccc(F)c2c1=O,JVMMSRATSWGGHL-UHFFFAOYSA-N
82,2017,CC(=O)/C1=C(\S(=O)CC2=NOC(C)=C2)NC2=C(F)C=CC(F)=C2C1=O,CC(=O)c1c(S(=O)Cc2cc(C)on2)[nH]c2c(F)ccc(F)c2c1=O,VWISCWLALTWNLO-UHFFFAOYSA-N
83,2017,CC(=O)/C1=C(\S(=O)CC2=CC=C(I)C=C2)NC2=C(Cl)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2ccc(I)cc2)[nH]c2c(Cl)ccc(Cl)c2c1=O,MUHNRBPDQWDXCE-UHFFFAOYSA-N
84,2017,CC(=O)/C1=C(\S(=O)CC2=CC=CN=C2)NC2=C(Br)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)Cc2cccnc2)[nH]c2c(Br)ccc(Cl)c2c1=O,DTGVOHJZFXQABK-UHFFFAOYSA-N
85,2017,O=C(C(C)C)C1=C(S(=O)CC2=CC=C(C=C2)SC(F)(F)(F))NC3C(=C(F)C=CC=3F)C1=O,CC(C)C(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,HNRKYZUENKAQEN-UHFFFAOYSA-N
86,2017,CC1=CC(CS(=O)/C2=C(\C(=O)C(C)C)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)=NO1,Cc1cc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(=O)C(C)C)no1,NYBCQKNUUKWXGZ-UHFFFAOYSA-N
87,2017,O=C1C2C(=C(F)C=CC=2F)NC(=C1C(=O)C1C=CC=CC=1)S(=O)CC1=CC=C(C=C1)[S](F)(F)(F)(F)F,O=C(c1ccccc1)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,UPZHZHKTXTXZGJ-UHFFFAOYSA-N
88,2017,CC1=CC(CS(=O)/C2=C(\C(=O)C3=CC=CC=C3)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)=NO1,Cc1cc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(=O)c2ccccc2)no1,NBCBQLYQDDOLPV-UHFFFAOYSA-N
89,2017,COC(=O)C1=CC=C(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)O1,COC(=O)c1ccc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(C)=O)o1,ROYJFRUPRMQGRM-UHFFFAOYSA-N
90,2017,CC(=O)/C1=C(\S(=O)CN2C(=O)C3=C(C=CC=C3)C2=O)NC2=C(Cl)C=CC(Cl)=C2C1=O,CC(=O)c1c(S(=O)CN2C(=O)c3ccccc3C2=O)[nH]c2c(Cl)ccc(Cl)c2c1=O,NQXKOQIAPLDMTD-UHFFFAOYSA-N
91,2017,COC(=O)C1=CC=C(CS(=O)/C2=C(\C(C)=O)C(=O)C3=C(Cl)C=CC(Cl)=C3N2)C=C1,COC(=O)c1ccc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(C)=O)cc1,QCPHJJLGHLOPCW-UHFFFAOYSA-N
92,2017,O=C1C2C(=CC=CC=2OC)NC(=C1C(=O)C)SCC3=CC=C(C=C3)[S](F)(F)(F)(F)F,COc1cccc2[nH]c(SCc3ccc(S(F)(F)(F)(F)F)cc3)c(C(C)=O)c(=O)c12,IDNMEAJNIHPCCP-UHFFFAOYSA-N
93,2017,O=C(C)C1=C(S(=O)CC3=CC=C(C=C3)[S](F)(F)(F)(F)F)NC2C(C1=O)=C(OC)C=CC=2,COc1cccc2[nH]c(S(=O)Cc3ccc(S(F)(F)(F)(F)F)cc3)c(C(C)=O)c(=O)c12,VLNPRPABAFMZAM-UHFFFAOYSA-N
94,2017,COC1=C2C(=O)/C(C(C)=O)=C(/S(=O)CC3=NOC(C)=C3)NC2=CC=C1,COc1cccc2[nH]c(S(=O)Cc3cc(C)on3)c(C(C)=O)c(=O)c12,LVURTMVSLUWDBT-UHFFFAOYSA-N
95,2017,CC1=CC(CS(=O)/C2=C(\C(=O)C(C)C)C(=O)C3=C(Cl)C=CC(Br)=C3N2)=NO1,Cc1cc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(=O)C(C)C)no1,QOERFXQQAQCWLI-UHFFFAOYSA-N
