compound_id,smiles_raw,dataset_id,provenance_file,provenance_sheet,provenance_row
13,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C(=NNC2=CC=C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,13
14,S1C=NC2=C1C=CC=C2C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,14
15,S1C=CC2=C1C(=CC=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,15
16,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C=NNC2=CC(=C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,16
17,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C=NN(C2=CC=C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,17
18,FC=1C(=C2C=NNC2=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,18
19,O1CCOC2=C1C=CC(=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,19
20,O1C(=CC2=C1C=CC=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,20
21,COC1=C(C=CC=C1OC)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,21
22,O1CCC2=C1C=CC=C2C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,22
23,O1COC2=C1C=CC(=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,23
24,O1CCC2=C1C=CC(=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,24
25,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=2CCCCC2C=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,25
26,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C(N=C2N1C=CC=C2)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,26
27,S1C=C(C2=C1C=CC=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,27
28,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC2=C(C1)C=CC=C2O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,28
29,BrC=1C=C2C(=NC(=NC2=CC1)C)N[C@H](C)C1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,29
30,CS(=O)(C)=NC=1C=C2C(=NC(=NC2=CC1)C)N[C@H](C)C1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,30
31,BrC=1C=C2C(=NC(=NC2=CC1)C)N[C@H](C)C1=CC=C(C=C1)F,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,31
32,CS(=O)(C)=NC=1C=C2C(=NC(=NC2=CC1)C)N[C@H](C)C1=CC=C(C=C1)F,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,32
33,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC2=C(C1)C=CC=C2OC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,33
34,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=CC2=C(NC(CO2)=O)C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,34
35,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC2=CC=C(C=C2C=C1)OC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,35
36,NC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,36
37,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC=NC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,37
38,C1(CC1)COC=1C=C(C=CC1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,38
39,C1=NC=CC2=C(C=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,39
40,ClC1=C(C(=CC=C1C)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,40
41,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC=C(C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,41
42,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC=NC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,42
43,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)N1CCOCC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,43
44,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)N1CCOCC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,44
45,C1=NC=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,45
46,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC=C(C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,46
47,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OCCC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,47
48,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C(=O)N(C)C)C=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,48
49,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=C2C=CN(C2=CC1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,49
50,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)COC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,50
51,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N(C)C)C=CC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,51
52,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1SC(=CC1)CO,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,52
53,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=NC=C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,53
54,N1C=CC2=CC=C(C=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,54
55,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C=1OC(=NN1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,55
56,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC=C(C1)S(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,56
57,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=C2CC(NC2=CC1)=O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,57
58,CC1(C(C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,58
59,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C=1OC(=NN1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,59
60,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=C2C(=NC1)NC=C2,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,60
61,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)S(=O)(=O)N,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,61
62,NC1=NC=C(C=N1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,62
63,C1(CC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,63
64,C(C)OCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,64
65,FC=1C=C(C=C(C1)OC)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,65
66,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1OC2=C(C1)C=C(C=C2)OC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,66
67,C(CCC)OC1=C(C(=CC=C1)F)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,67
68,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=CC(=NC1)O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,68
69,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(C#N)(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,69
70,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,70
71,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)CNS(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,71
72,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)CNS(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,72
73,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,73
74,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)NCCN(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,74
75,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=NNC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,75
76,C/C(=C\C)/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,76
77,ClC=1C=CC(=C(C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)OCCC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,77
78,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CC1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,78
79,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)N1CCOCC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,79
80,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)N1CCOCC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,80
81,C(C1=CC=CC=C1)OC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,81
82,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)S(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,82
83,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OC(F)(F)F,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,83
84,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)OC(F)(F)F,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,84
85,N1C=CC2=CC(=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,85
86,O1C=C(C=C1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,86
87,S1C=C(C2=C1C=CC=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,87
88,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1N(C2=CC=CC=C2C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,88
89,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\CCC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,89
90,C1(CCCCC1)/C=C/C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,90
91,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OC1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,91
92,C(C)(C)(C)OC(NC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,92
93,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)/C=C/C#N,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,93
94,CC1=C(C=CC(=C1)C)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,94
95,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)C(C)=O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,95
96,O1COC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,96
97,C(C1=CC=CC=C1)OC1=CC=C(C=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,97
98,O1CCOC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,98
99,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)OC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,99
100,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(F)(F)F,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,100
101,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)S(=O)(=O)N(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,101
102,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)OCCC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,102
103,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C(=CC=CC1)C(=O)N(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,103
104,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)COC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,104
105,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=C2C=CN(C2=CC1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,105
106,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)C(=O)N(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,106
107,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(S1)CO,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,107
108,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C1=C(C=NC=C1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,108
109,N1C=CC2=CC=C(C=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,109
110,N1C=CC2=C(C=CC=C12)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,110
111,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NC(=NC1)OC,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,111
112,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)S(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,112
113,O1CCC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,113
114,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C1=CC=CC=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,114
115,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC=C(C=C1)C(=O)N(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,115
116,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)\C=C\C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,116
117,C1(=CCCC1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,117
118,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=CC(=CC=C1)NS(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,118
119,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NC(C)=O,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,119
120,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)S(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,120
121,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C1=C(C=CC=C1)NS(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,121
122,ClC=1C=C(C=C(C1)Cl)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,122
123,C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,123
124,ClC=1C=C(C=C(C1)Cl)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,124
125,O1CCOC2=C1C=CC(=C2)C=2C=C(C=CC2)[C@@H](C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,125
126,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)C=1OC(=NN1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,126
127,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC=C(C1)S(=O)(=O)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,127
128,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC=C(C=C1)C=1OC(=NN1)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,128
129,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=C2C(=NC1)NC=C2,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,129
130,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)S(=O)(=O)N,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,130
131,NC1=NC=C(C=N1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,131
132,C1(CC1)/C=C/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,132
133,C(C)OCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,133
134,FC=1C=C(C=C(C1)OC)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,134
135,C(C1=CC=CC=C1)OC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,135
136,C(CCC)OC1=C(C(=CC=C1)F)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,136
137,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C=C1)C(C#N)(C)C,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,137
138,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNC(C)=O)C=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,138
139,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(CNS(=O)(=O)C)C=CC1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,139
140,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(CNS(=O)(=O)C)C=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,140
141,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)NCCC)C=C1,2018,raw/2018_WO2018172250_raw.xlsx,Sheet1,141
