ex_no,provenance_file,provenance_sheet,provenance_row,variable,value
379,data/bronze/artifacts/2021_raw.xlsx,Table 19,82,ic50_wt_uM,>10
380,data/bronze/artifacts/2021_raw.xlsx,Table 19,83,ki_a_nM,0.27
380,data/bronze/artifacts/2021_raw.xlsx,Table 19,83,ki_b_nM,nan
380,data/bronze/artifacts/2021_raw.xlsx,Table 19,83,ic50_null_uM,0.079
380,data/bronze/artifacts/2021_raw.xlsx,Table 19,83,ic50_wt_uM,1.67
381,data/bronze/artifacts/2021_raw.xlsx,Table 19,84,ki_a_nM,0.33
381,data/bronze/artifacts/2021_raw.xlsx,Table 19,84,ki_b_nM,nan
381,data/bronze/artifacts/2021_raw.xlsx,Table 19,84,ic50_null_uM,0.194
381,data/bronze/artifacts/2021_raw.xlsx,Table 19,84,ic50_wt_uM,8.97
382,data/bronze/artifacts/2021_raw.xlsx,Table 19,85,ki_a_nM,0.16
382,data/bronze/artifacts/2021_raw.xlsx,Table 19,85,ki_b_nM,nan
382,data/bronze/artifacts/2021_raw.xlsx,Table 19,85,ic50_null_uM,0.278
382,data/bronze/artifacts/2021_raw.xlsx,Table 19,85,ic50_wt_uM,9.68
383,data/bronze/artifacts/2021_raw.xlsx,Table 19,86,ki_a_nM,2.06
383,data/bronze/artifacts/2021_raw.xlsx,Table 19,86,ki_b_nM,nan
383,data/bronze/artifacts/2021_raw.xlsx,Table 19,86,ic50_null_uM,0.434
383,data/bronze/artifacts/2021_raw.xlsx,Table 19,86,ic50_wt_uM,5.32
384,data/bronze/artifacts/2021_raw.xlsx,Table 19,87,ki_a_nM,0.01
384,data/bronze/artifacts/2021_raw.xlsx,Table 19,87,ki_b_nM,nan
384,data/bronze/artifacts/2021_raw.xlsx,Table 19,87,ic50_null_uM,0.177
384,data/bronze/artifacts/2021_raw.xlsx,Table 19,87,ic50_wt_uM,5.1
385,data/bronze/artifacts/2021_raw.xlsx,Table 19,88,ki_a_nM,0.08
385,data/bronze/artifacts/2021_raw.xlsx,Table 19,88,ki_b_nM,nan
385,data/bronze/artifacts/2021_raw.xlsx,Table 19,88,ic50_null_uM,0.055
385,data/bronze/artifacts/2021_raw.xlsx,Table 19,88,ic50_wt_uM,1.31
386,data/bronze/artifacts/2021_raw.xlsx,Table 19,89,ki_a_nM,3.46
386,data/bronze/artifacts/2021_raw.xlsx,Table 19,89,ki_b_nM,nan
386,data/bronze/artifacts/2021_raw.xlsx,Table 19,89,ic50_null_uM,0.241
386,data/bronze/artifacts/2021_raw.xlsx,Table 19,89,ic50_wt_uM,3.83
387,data/bronze/artifacts/2021_raw.xlsx,Table 19,90,ki_a_nM,1.67
387,data/bronze/artifacts/2021_raw.xlsx,Table 19,90,ki_b_nM,nan
387,data/bronze/artifacts/2021_raw.xlsx,Table 19,90,ic50_null_uM,0.884
387,data/bronze/artifacts/2021_raw.xlsx,Table 19,90,ic50_wt_uM,>10
388,data/bronze/artifacts/2021_raw.xlsx,Table 19,91,ki_a_nM,0.15
388,data/bronze/artifacts/2021_raw.xlsx,Table 19,91,ki_b_nM,nan
388,data/bronze/artifacts/2021_raw.xlsx,Table 19,91,ic50_null_uM,0.137
388,data/bronze/artifacts/2021_raw.xlsx,Table 19,91,ic50_wt_uM,4.88
389,data/bronze/artifacts/2021_raw.xlsx,Table 19,92,ki_a_nM,0.37
389,data/bronze/artifacts/2021_raw.xlsx,Table 19,92,ki_b_nM,nan
389,data/bronze/artifacts/2021_raw.xlsx,Table 19,92,ic50_null_uM,0.198
389,data/bronze/artifacts/2021_raw.xlsx,Table 19,92,ic50_wt_uM,>10
390,data/bronze/artifacts/2021_raw.xlsx,Table 19,93,ki_a_nM,0.25
390,data/bronze/artifacts/2021_raw.xlsx,Table 19,93,ki_b_nM,nan
390,data/bronze/artifacts/2021_raw.xlsx,Table 19,93,ic50_null_uM,0.023
390,data/bronze/artifacts/2021_raw.xlsx,Table 19,93,ic50_wt_uM,0.46
391,data/bronze/artifacts/2021_raw.xlsx,Table 19,94,ki_a_nM,0.01
391,data/bronze/artifacts/2021_raw.xlsx,Table 19,94,ki_b_nM,nan
391,data/bronze/artifacts/2021_raw.xlsx,Table 19,94,ic50_null_uM,0.165
391,data/bronze/artifacts/2021_raw.xlsx,Table 19,94,ic50_wt_uM,4.8
392,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,ki_a_nM,0.5
392,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,ki_b_nM,nan
392,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,ic50_null_uM,0.193
392,data/bronze/artifacts/2021_raw.xlsx,Table 19,95,ic50_wt_uM,6.86
393,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,ki_a_nM,0.22
393,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,ki_b_nM,nan
393,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,ic50_null_uM,0.342
393,data/bronze/artifacts/2021_raw.xlsx,Table 19,96,ic50_wt_uM,8.21
394,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,ki_a_nM,0.12
394,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,ki_b_nM,nan
394,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,ic50_null_uM,0.384
394,data/bronze/artifacts/2021_raw.xlsx,Table 19,97,ic50_wt_uM,>10
395,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,ki_a_nM,0.16
395,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,ki_b_nM,nan
395,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,ic50_null_uM,0.082
395,data/bronze/artifacts/2021_raw.xlsx,Table 19,98,ic50_wt_uM,2.37
396,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,ki_a_nM,0.27
396,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,ki_b_nM,nan
396,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,ic50_null_uM,0.793
396,data/bronze/artifacts/2021_raw.xlsx,Table 19,99,ic50_wt_uM,>10
397,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,ki_a_nM,0.23
397,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,ki_b_nM,nan
397,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,ic50_null_uM,0.286
397,data/bronze/artifacts/2021_raw.xlsx,Table 19,100,ic50_wt_uM,7.96
398,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,ki_a_nM,0.58
398,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,ki_b_nM,nan
398,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,ic50_null_uM,0.247
398,data/bronze/artifacts/2021_raw.xlsx,Table 19,101,ic50_wt_uM,4.78
399,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,ki_a_nM,<0.1
399,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,ki_b_nM,nan
399,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,ic50_null_uM,0.036
399,data/bronze/artifacts/2021_raw.xlsx,Table 19,102,ic50_wt_uM,0.872
400,data/bronze/artifacts/2021_raw.xlsx,Table 19,103,ki_a_nM,0.05
400,data/bronze/artifacts/2021_raw.xlsx,Table 19,103,ki_b_nM,nan
400,data/bronze/artifacts/2021_raw.xlsx,Table 19,103,ic50_null_uM,0.041
400,data/bronze/artifacts/2021_raw.xlsx,Table 19,103,ic50_wt_uM,0.96
401,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,ki_a_nM,0.08
401,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,ki_b_nM,nan
401,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,ic50_null_uM,0.051
401,data/bronze/artifacts/2021_raw.xlsx,Table 19,104,ic50_wt_uM,1.57
402,data/bronze/artifacts/2021_raw.xlsx,Table 19,105,ki_a_nM,0.04
402,data/bronze/artifacts/2021_raw.xlsx,Table 19,105,ki_b_nM,nan
402,data/bronze/artifacts/2021_raw.xlsx,Table 19,105,ic50_null_uM,0.015
402,data/bronze/artifacts/2021_raw.xlsx,Table 19,105,ic50_wt_uM,0.526
403,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,ki_a_nM,0.55
403,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,ki_b_nM,nan
403,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,ic50_null_uM,0.263
403,data/bronze/artifacts/2021_raw.xlsx,Table 19,106,ic50_wt_uM,8.88
404,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,ki_a_nM,1.68
404,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,ki_b_nM,nan
404,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,ic50_null_uM,0.09
404,data/bronze/artifacts/2021_raw.xlsx,Table 19,107,ic50_wt_uM,3.16
405,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,ki_a_nM,0.03
405,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,ki_b_nM,nan
405,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,ic50_null_uM,0.054
405,data/bronze/artifacts/2021_raw.xlsx,Table 19,108,ic50_wt_uM,1.035
406,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,ki_a_nM,0.47
406,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,ki_b_nM,nan
406,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,ic50_null_uM,0.682
406,data/bronze/artifacts/2021_raw.xlsx,Table 19,109,ic50_wt_uM,>10
407,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,ki_a_nM,0.11
407,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,ki_b_nM,nan
407,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,ic50_null_uM,0.291
407,data/bronze/artifacts/2021_raw.xlsx,Table 19,110,ic50_wt_uM,>10
408,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,ki_a_nM,0.13
408,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,ki_b_nM,nan
408,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,ic50_null_uM,0.597
408,data/bronze/artifacts/2021_raw.xlsx,Table 19,111,ic50_wt_uM,>10
409,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,ki_a_nM,0.24
409,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,ki_b_nM,nan
409,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,ic50_null_uM,0.692
409,data/bronze/artifacts/2021_raw.xlsx,Table 19,112,ic50_wt_uM,>10
410,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,ki_a_nM,0.04
410,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,ki_b_nM,nan
410,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,ic50_null_uM,0.088
410,data/bronze/artifacts/2021_raw.xlsx,Table 19,113,ic50_wt_uM,5.39
411,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,ki_a_nM,0.22
411,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,ki_b_nM,nan
411,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,ic50_null_uM,0.182
411,data/bronze/artifacts/2021_raw.xlsx,Table 19,114,ic50_wt_uM,>10
412,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,ki_a_nM,0.18
412,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,ki_b_nM,nan
412,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,ic50_null_uM,0.123
412,data/bronze/artifacts/2021_raw.xlsx,Table 19,115,ic50_wt_uM,4.05
413,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,ki_a_nM,0.65
413,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,ki_b_nM,nan
413,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,ic50_null_uM,0.655
413,data/bronze/artifacts/2021_raw.xlsx,Table 19,116,ic50_wt_uM,>10
414,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,ki_a_nM,0.3
414,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,ki_b_nM,nan
414,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,ic50_null_uM,0.234
414,data/bronze/artifacts/2021_raw.xlsx,Table 19,117,ic50_wt_uM,5.18
415,data/bronze/artifacts/2021_raw.xlsx,Table 19,118,ki_a_nM,0.54
415,data/bronze/artifacts/2021_raw.xlsx,Table 19,118,ki_b_nM,nan
415,data/bronze/artifacts/2021_raw.xlsx,Table 19,118,ic50_null_uM,0.039
415,data/bronze/artifacts/2021_raw.xlsx,Table 19,118,ic50_wt_uM,0.49
416,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,ki_a_nM,0.17
416,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,ki_b_nM,nan
416,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,ic50_null_uM,0.262
416,data/bronze/artifacts/2021_raw.xlsx,Table 19,119,ic50_wt_uM,6.65
417,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,ki_a_nM,0.33
417,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,ki_b_nM,nan
417,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,ic50_null_uM,0.151
417,data/bronze/artifacts/2021_raw.xlsx,Table 19,120,ic50_wt_uM,>10
418,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,ki_a_nM,0.27
418,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,ki_b_nM,nan
418,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,ic50_null_uM,0.5
418,data/bronze/artifacts/2021_raw.xlsx,Table 19,121,ic50_wt_uM,>10
419,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,ki_a_nM,0.16
419,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,ki_b_nM,nan
419,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,ic50_null_uM,0.271
419,data/bronze/artifacts/2021_raw.xlsx,Table 19,122,ic50_wt_uM,>10
420,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,ki_a_nM,0.18
420,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,ki_b_nM,nan
420,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,ic50_null_uM,0.225
420,data/bronze/artifacts/2021_raw.xlsx,Table 19,123,ic50_wt_uM,3.45
421,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,ki_a_nM,0.54
421,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,ki_b_nM,nan
421,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,ic50_null_uM,0.056
421,data/bronze/artifacts/2021_raw.xlsx,Table 19,124,ic50_wt_uM,1.13
422,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,ki_a_nM,0.2
422,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,ki_b_nM,nan
422,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,ic50_null_uM,0.36
422,data/bronze/artifacts/2021_raw.xlsx,Table 19,125,ic50_wt_uM,>10
423,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,ki_a_nM,0.07
423,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,ki_b_nM,nan
423,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,ic50_null_uM,0.054
423,data/bronze/artifacts/2021_raw.xlsx,Table 19,126,ic50_wt_uM,1.83
424,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,ki_a_nM,0.61
424,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,ki_b_nM,nan
424,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,ic50_null_uM,0.319
424,data/bronze/artifacts/2021_raw.xlsx,Table 19,127,ic50_wt_uM,9.08
425,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,ki_a_nM,0.68
425,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,ki_b_nM,nan
425,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,ic50_null_uM,0.38
425,data/bronze/artifacts/2021_raw.xlsx,Table 19,128,ic50_wt_uM,2.17
426,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,ki_a_nM,0.47
426,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,ki_b_nM,nan
426,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,ic50_null_uM,0.964
426,data/bronze/artifacts/2021_raw.xlsx,Table 19,129,ic50_wt_uM,>10
427,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,ki_a_nM,0.1
427,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,ki_b_nM,nan
427,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,ic50_null_uM,0.151
427,data/bronze/artifacts/2021_raw.xlsx,Table 19,130,ic50_wt_uM,4.25
428,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,ki_a_nM,0.08
428,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,ki_b_nM,nan
428,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,ic50_null_uM,0.188
428,data/bronze/artifacts/2021_raw.xlsx,Table 19,131,ic50_wt_uM,3.68
429,data/bronze/artifacts/2021_raw.xlsx,Table 19,132,ki_a_nM,0.91
429,data/bronze/artifacts/2021_raw.xlsx,Table 19,132,ki_b_nM,nan
429,data/bronze/artifacts/2021_raw.xlsx,Table 19,132,ic50_null_uM,0.039
429,data/bronze/artifacts/2021_raw.xlsx,Table 19,132,ic50_wt_uM,0.607
430,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,ki_a_nM,0.42
430,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,ki_b_nM,nan
430,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,ic50_null_uM,0.506
430,data/bronze/artifacts/2021_raw.xlsx,Table 19,133,ic50_wt_uM,>10
431,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,ki_a_nM,0.07
431,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,ki_b_nM,nan
431,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,ic50_null_uM,0.173
431,data/bronze/artifacts/2021_raw.xlsx,Table 19,134,ic50_wt_uM,3.21
432,data/bronze/artifacts/2021_raw.xlsx,Table 19,135,ki_a_nM,0.57
432,data/bronze/artifacts/2021_raw.xlsx,Table 19,135,ki_b_nM,nan
432,data/bronze/artifacts/2021_raw.xlsx,Table 19,135,ic50_null_uM,0.024
432,data/bronze/artifacts/2021_raw.xlsx,Table 19,135,ic50_wt_uM,0.11
433,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,ki_a_nM,1.26
433,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,ki_b_nM,nan
433,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,ic50_null_uM,0.821
433,data/bronze/artifacts/2021_raw.xlsx,Table 19,136,ic50_wt_uM,1.17
434,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,ki_a_nM,<0.1
434,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,ki_b_nM,nan
434,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,ic50_null_uM,0.049
434,data/bronze/artifacts/2021_raw.xlsx,Table 19,137,ic50_wt_uM,2.42
435,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,ki_a_nM,0.08
435,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,ki_b_nM,nan
435,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,ic50_null_uM,0.066
435,data/bronze/artifacts/2021_raw.xlsx,Table 19,138,ic50_wt_uM,3.28
436,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,ki_a_nM,0.14
436,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,ki_b_nM,nan
436,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,ic50_null_uM,0.198
436,data/bronze/artifacts/2021_raw.xlsx,Table 19,139,ic50_wt_uM,3.72
437,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,ki_a_nM,0.29
437,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,ki_b_nM,nan
437,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,ic50_null_uM,0.076
437,data/bronze/artifacts/2021_raw.xlsx,Table 19,140,ic50_wt_uM,1.35
438,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,ki_a_nM,0.76
438,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,ki_b_nM,nan
438,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,ic50_null_uM,0.368
438,data/bronze/artifacts/2021_raw.xlsx,Table 19,141,ic50_wt_uM,8.79
439,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,ki_a_nM,1.19
439,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,ki_b_nM,nan
439,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,ic50_null_uM,0.344
439,data/bronze/artifacts/2021_raw.xlsx,Table 19,142,ic50_wt_uM,>10
440,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,ki_a_nM,<0.1
440,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,ki_b_nM,nan
440,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,ic50_null_uM,0.038
440,data/bronze/artifacts/2021_raw.xlsx,Table 19,143,ic50_wt_uM,0.69
441,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,ki_a_nM,0.06
441,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,ki_b_nM,nan
441,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,ic50_null_uM,0.107
441,data/bronze/artifacts/2021_raw.xlsx,Table 19,144,ic50_wt_uM,2.81
442,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,ki_a_nM,6.87
442,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,ki_b_nM,nan
442,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,ic50_null_uM,0.969
442,data/bronze/artifacts/2021_raw.xlsx,Table 19,145,ic50_wt_uM,>10
443,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,ki_a_nM,0.2
443,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,ki_b_nM,nan
443,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,ic50_null_uM,0.096
443,data/bronze/artifacts/2021_raw.xlsx,Table 19,146,ic50_wt_uM,2.08
444,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,ki_a_nM,0.15
444,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,ki_b_nM,nan
444,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,ic50_null_uM,0.327
444,data/bronze/artifacts/2021_raw.xlsx,Table 19,147,ic50_wt_uM,>10
445,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,ki_a_nM,0.53
445,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,ki_b_nM,nan
445,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,ic50_null_uM,0.549
445,data/bronze/artifacts/2021_raw.xlsx,Table 19,148,ic50_wt_uM,>10
446,data/bronze/artifacts/2021_raw.xlsx,Table 19,149,ki_a_nM,0.04
446,data/bronze/artifacts/2021_raw.xlsx,Table 19,149,ki_b_nM,nan
446,data/bronze/artifacts/2021_raw.xlsx,Table 19,149,ic50_null_uM,0.045
446,data/bronze/artifacts/2021_raw.xlsx,Table 19,149,ic50_wt_uM,0.851
447,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,ki_a_nM,5.51
447,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,ki_b_nM,nan
447,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,ic50_null_uM,0.673
447,data/bronze/artifacts/2021_raw.xlsx,Table 19,150,ic50_wt_uM,>10
448,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,ki_a_nM,0.32
448,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,ki_b_nM,nan
448,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,ic50_null_uM,0.238
448,data/bronze/artifacts/2021_raw.xlsx,Table 19,151,ic50_wt_uM,5.23
449,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,ki_a_nM,0.27
449,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,ki_b_nM,nan
449,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,ic50_null_uM,0.168
449,data/bronze/artifacts/2021_raw.xlsx,Table 19,152,ic50_wt_uM,5.9
450,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,ki_a_nM,0.13
450,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,ki_b_nM,nan
450,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,ic50_null_uM,0.045
450,data/bronze/artifacts/2021_raw.xlsx,Table 19,153,ic50_wt_uM,2.02
451,data/bronze/artifacts/2021_raw.xlsx,Table 19,154,ki_a_nM,0.02
451,data/bronze/artifacts/2021_raw.xlsx,Table 19,154,ki_b_nM,nan
451,data/bronze/artifacts/2021_raw.xlsx,Table 19,154,ic50_null_uM,0.013
451,data/bronze/artifacts/2021_raw.xlsx,Table 19,154,ic50_wt_uM,0.232
452,data/bronze/artifacts/2021_raw.xlsx,Table 19,155,ki_a_nM,0.06
452,data/bronze/artifacts/2021_raw.xlsx,Table 19,155,ki_b_nM,nan
452,data/bronze/artifacts/2021_raw.xlsx,Table 19,155,ic50_null_uM,0.022
452,data/bronze/artifacts/2021_raw.xlsx,Table 19,155,ic50_wt_uM,0.48
453,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,ki_a_nM,0.06
453,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,ki_b_nM,nan
453,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,ic50_null_uM,0.065
453,data/bronze/artifacts/2021_raw.xlsx,Table 19,156,ic50_wt_uM,1.72
454,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,ki_a_nM,0.15
454,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,ki_b_nM,nan
454,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,ic50_null_uM,0.252
454,data/bronze/artifacts/2021_raw.xlsx,Table 19,157,ic50_wt_uM,3.94
455,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,ki_a_nM,0.16
455,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,ki_b_nM,nan
455,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,ic50_null_uM,0.1
455,data/bronze/artifacts/2021_raw.xlsx,Table 19,158,ic50_wt_uM,2.94
456,data/bronze/artifacts/2021_raw.xlsx,Table 19,159,ki_a_nM,0.3
456,data/bronze/artifacts/2021_raw.xlsx,Table 19,159,ki_b_nM,nan
456,data/bronze/artifacts/2021_raw.xlsx,Table 19,159,ic50_null_uM,0.039
456,data/bronze/artifacts/2021_raw.xlsx,Table 19,159,ic50_wt_uM,0.816
457,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,ki_a_nM,0.78
457,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,ki_b_nM,nan
457,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,ic50_null_uM,0.717
457,data/bronze/artifacts/2021_raw.xlsx,Table 19,160,ic50_wt_uM,>10
458,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,ki_a_nM,0.84
458,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,ki_b_nM,nan
458,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,ic50_null_uM,0.59
458,data/bronze/artifacts/2021_raw.xlsx,Table 19,161,ic50_wt_uM,>10
459,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,ki_a_nM,0.25
459,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,ki_b_nM,nan
459,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,ic50_null_uM,0.078
459,data/bronze/artifacts/2021_raw.xlsx,Table 19,162,ic50_wt_uM,2.34
