ex_no,provenance_file,provenance_sheet,provenance_row,variable,value
620,data/bronze/artifacts/2021_raw.xlsx,Table 19,323,ic50_wt_uM,>1
621,data/bronze/artifacts/2021_raw.xlsx,Table 19,324,ki_a_nM,nan
621,data/bronze/artifacts/2021_raw.xlsx,Table 19,324,ki_b_nM,3.97
621,data/bronze/artifacts/2021_raw.xlsx,Table 19,324,ic50_null_uM,0.133
621,data/bronze/artifacts/2021_raw.xlsx,Table 19,324,ic50_wt_uM,>1
622,data/bronze/artifacts/2021_raw.xlsx,Table 19,325,ki_a_nM,nan
622,data/bronze/artifacts/2021_raw.xlsx,Table 19,325,ki_b_nM,1.98
622,data/bronze/artifacts/2021_raw.xlsx,Table 19,325,ic50_null_uM,0.13
622,data/bronze/artifacts/2021_raw.xlsx,Table 19,325,ic50_wt_uM,>1
623,data/bronze/artifacts/2021_raw.xlsx,Table 19,326,ki_a_nM,nan
623,data/bronze/artifacts/2021_raw.xlsx,Table 19,326,ki_b_nM,3.14
623,data/bronze/artifacts/2021_raw.xlsx,Table 19,326,ic50_null_uM,0.056
623,data/bronze/artifacts/2021_raw.xlsx,Table 19,326,ic50_wt_uM,0.9
624,data/bronze/artifacts/2021_raw.xlsx,Table 19,327,ki_a_nM,nan
624,data/bronze/artifacts/2021_raw.xlsx,Table 19,327,ki_b_nM,5.19
624,data/bronze/artifacts/2021_raw.xlsx,Table 19,327,ic50_null_uM,0.187
624,data/bronze/artifacts/2021_raw.xlsx,Table 19,327,ic50_wt_uM,>1
625,data/bronze/artifacts/2021_raw.xlsx,Table 19,328,ki_a_nM,nan
625,data/bronze/artifacts/2021_raw.xlsx,Table 19,328,ki_b_nM,1.99
625,data/bronze/artifacts/2021_raw.xlsx,Table 19,328,ic50_null_uM,0.18
625,data/bronze/artifacts/2021_raw.xlsx,Table 19,328,ic50_wt_uM,nan
626,data/bronze/artifacts/2021_raw.xlsx,Table 19,329,ki_a_nM,nan
626,data/bronze/artifacts/2021_raw.xlsx,Table 19,329,ki_b_nM,42.7
626,data/bronze/artifacts/2021_raw.xlsx,Table 19,329,ic50_null_uM,nan
626,data/bronze/artifacts/2021_raw.xlsx,Table 19,329,ic50_wt_uM,nan
627,data/bronze/artifacts/2021_raw.xlsx,Table 19,330,ki_a_nM,nan
627,data/bronze/artifacts/2021_raw.xlsx,Table 19,330,ki_b_nM,2.8
627,data/bronze/artifacts/2021_raw.xlsx,Table 19,330,ic50_null_uM,0.36
627,data/bronze/artifacts/2021_raw.xlsx,Table 19,330,ic50_wt_uM,nan
628,data/bronze/artifacts/2021_raw.xlsx,Table 19,331,ki_a_nM,nan
628,data/bronze/artifacts/2021_raw.xlsx,Table 19,331,ki_b_nM,3.-4
628,data/bronze/artifacts/2021_raw.xlsx,Table 19,331,ic50_null_uM,0.053
628,data/bronze/artifacts/2021_raw.xlsx,Table 19,331,ic50_wt_uM,0.44
629,data/bronze/artifacts/2021_raw.xlsx,Table 19,332,ki_a_nM,nan
629,data/bronze/artifacts/2021_raw.xlsx,Table 19,332,ki_b_nM,5.93
629,data/bronze/artifacts/2021_raw.xlsx,Table 19,332,ic50_null_uM,0.77
629,data/bronze/artifacts/2021_raw.xlsx,Table 19,332,ic50_wt_uM,nan
630,data/bronze/artifacts/2021_raw.xlsx,Table 19,333,ki_a_nM,nan
630,data/bronze/artifacts/2021_raw.xlsx,Table 19,333,ki_b_nM,4.58
630,data/bronze/artifacts/2021_raw.xlsx,Table 19,333,ic50_null_uM,0.033
630,data/bronze/artifacts/2021_raw.xlsx,Table 19,333,ic50_wt_uM,nan
631,data/bronze/artifacts/2021_raw.xlsx,Table 19,334,ki_a_nM,nan
631,data/bronze/artifacts/2021_raw.xlsx,Table 19,334,ki_b_nM,7.14
631,data/bronze/artifacts/2021_raw.xlsx,Table 19,334,ic50_null_uM,0.028
631,data/bronze/artifacts/2021_raw.xlsx,Table 19,334,ic50_wt_uM,nan
632,data/bronze/artifacts/2021_raw.xlsx,Table 19,335,ki_a_nM,nan
632,data/bronze/artifacts/2021_raw.xlsx,Table 19,335,ki_b_nM,5.3
632,data/bronze/artifacts/2021_raw.xlsx,Table 19,335,ic50_null_uM,0.34
632,data/bronze/artifacts/2021_raw.xlsx,Table 19,335,ic50_wt_uM,nan
633,data/bronze/artifacts/2021_raw.xlsx,Table 19,336,ki_a_nM,nan
633,data/bronze/artifacts/2021_raw.xlsx,Table 19,336,ki_b_nM,4.8
633,data/bronze/artifacts/2021_raw.xlsx,Table 19,336,ic50_null_uM,0.33
633,data/bronze/artifacts/2021_raw.xlsx,Table 19,336,ic50_wt_uM,nan
634,data/bronze/artifacts/2021_raw.xlsx,Table 19,337,ki_a_nM,nan
634,data/bronze/artifacts/2021_raw.xlsx,Table 19,337,ki_b_nM,6.84
634,data/bronze/artifacts/2021_raw.xlsx,Table 19,337,ic50_null_uM,0.93
634,data/bronze/artifacts/2021_raw.xlsx,Table 19,337,ic50_wt_uM,nan
635,data/bronze/artifacts/2021_raw.xlsx,Table 19,338,ki_a_nM,nan
635,data/bronze/artifacts/2021_raw.xlsx,Table 19,338,ki_b_nM,1.29
635,data/bronze/artifacts/2021_raw.xlsx,Table 19,338,ic50_null_uM,0.018
635,data/bronze/artifacts/2021_raw.xlsx,Table 19,338,ic50_wt_uM,nan
636,data/bronze/artifacts/2021_raw.xlsx,Table 19,339,ki_a_nM,nan
636,data/bronze/artifacts/2021_raw.xlsx,Table 19,339,ki_b_nM,2.3
636,data/bronze/artifacts/2021_raw.xlsx,Table 19,339,ic50_null_uM,0.89
636,data/bronze/artifacts/2021_raw.xlsx,Table 19,339,ic50_wt_uM,nan
637,data/bronze/artifacts/2021_raw.xlsx,Table 19,340,ki_a_nM,nan
637,data/bronze/artifacts/2021_raw.xlsx,Table 19,340,ki_b_nM,5.2
637,data/bronze/artifacts/2021_raw.xlsx,Table 19,340,ic50_null_uM,>1
637,data/bronze/artifacts/2021_raw.xlsx,Table 19,340,ic50_wt_uM,nan
638,data/bronze/artifacts/2021_raw.xlsx,Table 19,341,ki_a_nM,nan
638,data/bronze/artifacts/2021_raw.xlsx,Table 19,341,ki_b_nM,1.9
638,data/bronze/artifacts/2021_raw.xlsx,Table 19,341,ic50_null_uM,0.2
638,data/bronze/artifacts/2021_raw.xlsx,Table 19,341,ic50_wt_uM,nan
639,data/bronze/artifacts/2021_raw.xlsx,Table 19,342,ki_a_nM,nan
639,data/bronze/artifacts/2021_raw.xlsx,Table 19,342,ki_b_nM,12.2
639,data/bronze/artifacts/2021_raw.xlsx,Table 19,342,ic50_null_uM,0.58
639,data/bronze/artifacts/2021_raw.xlsx,Table 19,342,ic50_wt_uM,nan
640,data/bronze/artifacts/2021_raw.xlsx,Table 19,343,ki_a_nM,nan
640,data/bronze/artifacts/2021_raw.xlsx,Table 19,343,ki_b_nM,14.1
640,data/bronze/artifacts/2021_raw.xlsx,Table 19,343,ic50_null_uM,0.73
640,data/bronze/artifacts/2021_raw.xlsx,Table 19,343,ic50_wt_uM,nan
641,data/bronze/artifacts/2021_raw.xlsx,Table 19,344,ki_a_nM,nan
641,data/bronze/artifacts/2021_raw.xlsx,Table 19,344,ki_b_nM,13.1
641,data/bronze/artifacts/2021_raw.xlsx,Table 19,344,ic50_null_uM,0.92
641,data/bronze/artifacts/2021_raw.xlsx,Table 19,344,ic50_wt_uM,nan
642,data/bronze/artifacts/2021_raw.xlsx,Table 19,345,ki_a_nM,nan
642,data/bronze/artifacts/2021_raw.xlsx,Table 19,345,ki_b_nM,2.55
642,data/bronze/artifacts/2021_raw.xlsx,Table 19,345,ic50_null_uM,0.086
642,data/bronze/artifacts/2021_raw.xlsx,Table 19,345,ic50_wt_uM,nan
643,data/bronze/artifacts/2021_raw.xlsx,Table 19,346,ki_a_nM,nan
643,data/bronze/artifacts/2021_raw.xlsx,Table 19,346,ki_b_nM,39.6
643,data/bronze/artifacts/2021_raw.xlsx,Table 19,346,ic50_null_uM,nan
643,data/bronze/artifacts/2021_raw.xlsx,Table 19,346,ic50_wt_uM,nan
644,data/bronze/artifacts/2021_raw.xlsx,Table 19,347,ki_a_nM,nan
644,data/bronze/artifacts/2021_raw.xlsx,Table 19,347,ki_b_nM,29.3
644,data/bronze/artifacts/2021_raw.xlsx,Table 19,347,ic50_null_uM,nan
644,data/bronze/artifacts/2021_raw.xlsx,Table 19,347,ic50_wt_uM,nan
645,data/bronze/artifacts/2021_raw.xlsx,Table 19,348,ki_a_nM,nan
645,data/bronze/artifacts/2021_raw.xlsx,Table 19,348,ki_b_nM,5.93
645,data/bronze/artifacts/2021_raw.xlsx,Table 19,348,ic50_null_uM,>1
645,data/bronze/artifacts/2021_raw.xlsx,Table 19,348,ic50_wt_uM,nan
646,data/bronze/artifacts/2021_raw.xlsx,Table 19,349,ki_a_nM,nan
646,data/bronze/artifacts/2021_raw.xlsx,Table 19,349,ki_b_nM,6.83
646,data/bronze/artifacts/2021_raw.xlsx,Table 19,349,ic50_null_uM,0.85
646,data/bronze/artifacts/2021_raw.xlsx,Table 19,349,ic50_wt_uM,nan
647,data/bronze/artifacts/2021_raw.xlsx,Table 19,350,ki_a_nM,nan
647,data/bronze/artifacts/2021_raw.xlsx,Table 19,350,ki_b_nM,4.11
647,data/bronze/artifacts/2021_raw.xlsx,Table 19,350,ic50_null_uM,0.32
647,data/bronze/artifacts/2021_raw.xlsx,Table 19,350,ic50_wt_uM,nan
648,data/bronze/artifacts/2021_raw.xlsx,Table 19,351,ki_a_nM,nan
648,data/bronze/artifacts/2021_raw.xlsx,Table 19,351,ki_b_nM,1.68
648,data/bronze/artifacts/2021_raw.xlsx,Table 19,351,ic50_null_uM,0.18
648,data/bronze/artifacts/2021_raw.xlsx,Table 19,351,ic50_wt_uM,nan
649,data/bronze/artifacts/2021_raw.xlsx,Table 19,352,ki_a_nM,nan
649,data/bronze/artifacts/2021_raw.xlsx,Table 19,352,ki_b_nM,2.69
649,data/bronze/artifacts/2021_raw.xlsx,Table 19,352,ic50_null_uM,0.31
649,data/bronze/artifacts/2021_raw.xlsx,Table 19,352,ic50_wt_uM,nan
650,data/bronze/artifacts/2021_raw.xlsx,Table 19,353,ki_a_nM,nan
650,data/bronze/artifacts/2021_raw.xlsx,Table 19,353,ki_b_nM,2.21
650,data/bronze/artifacts/2021_raw.xlsx,Table 19,353,ic50_null_uM,0.37
650,data/bronze/artifacts/2021_raw.xlsx,Table 19,353,ic50_wt_uM,nan
651,data/bronze/artifacts/2021_raw.xlsx,Table 19,354,ki_a_nM,nan
651,data/bronze/artifacts/2021_raw.xlsx,Table 19,354,ki_b_nM,3.-9
651,data/bronze/artifacts/2021_raw.xlsx,Table 19,354,ic50_null_uM,0.31
651,data/bronze/artifacts/2021_raw.xlsx,Table 19,354,ic50_wt_uM,nan
652,data/bronze/artifacts/2021_raw.xlsx,Table 19,355,ki_a_nM,nan
652,data/bronze/artifacts/2021_raw.xlsx,Table 19,355,ki_b_nM,3.-7
652,data/bronze/artifacts/2021_raw.xlsx,Table 19,355,ic50_null_uM,0.16
652,data/bronze/artifacts/2021_raw.xlsx,Table 19,355,ic50_wt_uM,nan
653,data/bronze/artifacts/2021_raw.xlsx,Table 19,356,ki_a_nM,nan
653,data/bronze/artifacts/2021_raw.xlsx,Table 19,356,ki_b_nM,2.79
653,data/bronze/artifacts/2021_raw.xlsx,Table 19,356,ic50_null_uM,0.28
653,data/bronze/artifacts/2021_raw.xlsx,Table 19,356,ic50_wt_uM,nan
654,data/bronze/artifacts/2021_raw.xlsx,Table 19,357,ki_a_nM,nan
654,data/bronze/artifacts/2021_raw.xlsx,Table 19,357,ki_b_nM,5.61
654,data/bronze/artifacts/2021_raw.xlsx,Table 19,357,ic50_null_uM,0.25
654,data/bronze/artifacts/2021_raw.xlsx,Table 19,357,ic50_wt_uM,nan
655,data/bronze/artifacts/2021_raw.xlsx,Table 19,358,ki_a_nM,nan
655,data/bronze/artifacts/2021_raw.xlsx,Table 19,358,ki_b_nM,4.-9
655,data/bronze/artifacts/2021_raw.xlsx,Table 19,358,ic50_null_uM,0.55
655,data/bronze/artifacts/2021_raw.xlsx,Table 19,358,ic50_wt_uM,nan
656,data/bronze/artifacts/2021_raw.xlsx,Table 19,359,ki_a_nM,nan
656,data/bronze/artifacts/2021_raw.xlsx,Table 19,359,ki_b_nM,5.28
656,data/bronze/artifacts/2021_raw.xlsx,Table 19,359,ic50_null_uM,0.21
656,data/bronze/artifacts/2021_raw.xlsx,Table 19,359,ic50_wt_uM,nan
657,data/bronze/artifacts/2021_raw.xlsx,Table 19,360,ki_a_nM,nan
657,data/bronze/artifacts/2021_raw.xlsx,Table 19,360,ki_b_nM,5.34
657,data/bronze/artifacts/2021_raw.xlsx,Table 19,360,ic50_null_uM,0.62
657,data/bronze/artifacts/2021_raw.xlsx,Table 19,360,ic50_wt_uM,nan
658,data/bronze/artifacts/2021_raw.xlsx,Table 19,361,ki_a_nM,nan
658,data/bronze/artifacts/2021_raw.xlsx,Table 19,361,ki_b_nM,12.6
658,data/bronze/artifacts/2021_raw.xlsx,Table 19,361,ic50_null_uM,nan
658,data/bronze/artifacts/2021_raw.xlsx,Table 19,361,ic50_wt_uM,nan
659,data/bronze/artifacts/2021_raw.xlsx,Table 19,362,ki_a_nM,nan
659,data/bronze/artifacts/2021_raw.xlsx,Table 19,362,ki_b_nM,4.33
659,data/bronze/artifacts/2021_raw.xlsx,Table 19,362,ic50_null_uM,0.251
659,data/bronze/artifacts/2021_raw.xlsx,Table 19,362,ic50_wt_uM,nan
660,data/bronze/artifacts/2021_raw.xlsx,Table 19,363,ki_a_nM,nan
660,data/bronze/artifacts/2021_raw.xlsx,Table 19,363,ki_b_nM,7.14
660,data/bronze/artifacts/2021_raw.xlsx,Table 19,363,ic50_null_uM,0.8
660,data/bronze/artifacts/2021_raw.xlsx,Table 19,363,ic50_wt_uM,nan
661,data/bronze/artifacts/2021_raw.xlsx,Table 19,364,ki_a_nM,nan
661,data/bronze/artifacts/2021_raw.xlsx,Table 19,364,ki_b_nM,1.81
661,data/bronze/artifacts/2021_raw.xlsx,Table 19,364,ic50_null_uM,0.069
661,data/bronze/artifacts/2021_raw.xlsx,Table 19,364,ic50_wt_uM,nan
662,data/bronze/artifacts/2021_raw.xlsx,Table 19,365,ki_a_nM,nan
662,data/bronze/artifacts/2021_raw.xlsx,Table 19,365,ki_b_nM,3.58
662,data/bronze/artifacts/2021_raw.xlsx,Table 19,365,ic50_null_uM,0.18
662,data/bronze/artifacts/2021_raw.xlsx,Table 19,365,ic50_wt_uM,nan
663,data/bronze/artifacts/2021_raw.xlsx,Table 19,366,ki_a_nM,nan
663,data/bronze/artifacts/2021_raw.xlsx,Table 19,366,ki_b_nM,1.7
663,data/bronze/artifacts/2021_raw.xlsx,Table 19,366,ic50_null_uM,0.037
663,data/bronze/artifacts/2021_raw.xlsx,Table 19,366,ic50_wt_uM,nan
664,data/bronze/artifacts/2021_raw.xlsx,Table 19,367,ki_a_nM,nan
664,data/bronze/artifacts/2021_raw.xlsx,Table 19,367,ki_b_nM,9.1
664,data/bronze/artifacts/2021_raw.xlsx,Table 19,367,ic50_null_uM,0.67
664,data/bronze/artifacts/2021_raw.xlsx,Table 19,367,ic50_wt_uM,nan
665,data/bronze/artifacts/2021_raw.xlsx,Table 19,368,ki_a_nM,nan
665,data/bronze/artifacts/2021_raw.xlsx,Table 19,368,ki_b_nM,9.17
665,data/bronze/artifacts/2021_raw.xlsx,Table 19,368,ic50_null_uM,0.68
665,data/bronze/artifacts/2021_raw.xlsx,Table 19,368,ic50_wt_uM,nan
666,data/bronze/artifacts/2021_raw.xlsx,Table 19,369,ki_a_nM,nan
666,data/bronze/artifacts/2021_raw.xlsx,Table 19,369,ki_b_nM,3.93
666,data/bronze/artifacts/2021_raw.xlsx,Table 19,369,ic50_null_uM,0.041
666,data/bronze/artifacts/2021_raw.xlsx,Table 19,369,ic50_wt_uM,nan
667,data/bronze/artifacts/2021_raw.xlsx,Table 19,370,ki_a_nM,nan
667,data/bronze/artifacts/2021_raw.xlsx,Table 19,370,ki_b_nM,3.9
667,data/bronze/artifacts/2021_raw.xlsx,Table 19,370,ic50_null_uM,0.024
667,data/bronze/artifacts/2021_raw.xlsx,Table 19,370,ic50_wt_uM,nan
668,data/bronze/artifacts/2021_raw.xlsx,Table 19,371,ki_a_nM,nan
668,data/bronze/artifacts/2021_raw.xlsx,Table 19,371,ki_b_nM,4.69
668,data/bronze/artifacts/2021_raw.xlsx,Table 19,371,ic50_null_uM,0.27
668,data/bronze/artifacts/2021_raw.xlsx,Table 19,371,ic50_wt_uM,>1
669,data/bronze/artifacts/2021_raw.xlsx,Table 19,372,ki_a_nM,nan
669,data/bronze/artifacts/2021_raw.xlsx,Table 19,372,ki_b_nM,8.5
669,data/bronze/artifacts/2021_raw.xlsx,Table 19,372,ic50_null_uM,0.82
669,data/bronze/artifacts/2021_raw.xlsx,Table 19,372,ic50_wt_uM,nan
670,data/bronze/artifacts/2021_raw.xlsx,Table 19,373,ki_a_nM,nan
670,data/bronze/artifacts/2021_raw.xlsx,Table 19,373,ki_b_nM,5.15
670,data/bronze/artifacts/2021_raw.xlsx,Table 19,373,ic50_null_uM,0.86
670,data/bronze/artifacts/2021_raw.xlsx,Table 19,373,ic50_wt_uM,nan
671,data/bronze/artifacts/2021_raw.xlsx,Table 19,374,ki_a_nM,nan
671,data/bronze/artifacts/2021_raw.xlsx,Table 19,374,ki_b_nM,6.82
671,data/bronze/artifacts/2021_raw.xlsx,Table 19,374,ic50_null_uM,0.18
671,data/bronze/artifacts/2021_raw.xlsx,Table 19,374,ic50_wt_uM,nan
672,data/bronze/artifacts/2021_raw.xlsx,Table 19,375,ki_a_nM,nan
672,data/bronze/artifacts/2021_raw.xlsx,Table 19,375,ki_b_nM,5.56
672,data/bronze/artifacts/2021_raw.xlsx,Table 19,375,ic50_null_uM,0.404
672,data/bronze/artifacts/2021_raw.xlsx,Table 19,375,ic50_wt_uM,>1
673,data/bronze/artifacts/2021_raw.xlsx,Table 19,376,ki_a_nM,nan
673,data/bronze/artifacts/2021_raw.xlsx,Table 19,376,ki_b_nM,5.32
673,data/bronze/artifacts/2021_raw.xlsx,Table 19,376,ic50_null_uM,0.095
673,data/bronze/artifacts/2021_raw.xlsx,Table 19,376,ic50_wt_uM,nan
674,data/bronze/artifacts/2021_raw.xlsx,Table 19,377,ki_a_nM,nan
674,data/bronze/artifacts/2021_raw.xlsx,Table 19,377,ki_b_nM,15.3
674,data/bronze/artifacts/2021_raw.xlsx,Table 19,377,ic50_null_uM,0.51
674,data/bronze/artifacts/2021_raw.xlsx,Table 19,377,ic50_wt_uM,nan
675,data/bronze/artifacts/2021_raw.xlsx,Table 19,378,ki_a_nM,nan
675,data/bronze/artifacts/2021_raw.xlsx,Table 19,378,ki_b_nM,5.-4
675,data/bronze/artifacts/2021_raw.xlsx,Table 19,378,ic50_null_uM,0.232
675,data/bronze/artifacts/2021_raw.xlsx,Table 19,378,ic50_wt_uM,>1
676,data/bronze/artifacts/2021_raw.xlsx,Table 19,379,ki_a_nM,nan
676,data/bronze/artifacts/2021_raw.xlsx,Table 19,379,ki_b_nM,3.88
676,data/bronze/artifacts/2021_raw.xlsx,Table 19,379,ic50_null_uM,0.255
676,data/bronze/artifacts/2021_raw.xlsx,Table 19,379,ic50_wt_uM,>1
677,data/bronze/artifacts/2021_raw.xlsx,Table 19,380,ki_a_nM,nan
677,data/bronze/artifacts/2021_raw.xlsx,Table 19,380,ki_b_nM,9.37
677,data/bronze/artifacts/2021_raw.xlsx,Table 19,380,ic50_null_uM,0.95
677,data/bronze/artifacts/2021_raw.xlsx,Table 19,380,ic50_wt_uM,nan
678,data/bronze/artifacts/2021_raw.xlsx,Table 19,381,ki_a_nM,nan
678,data/bronze/artifacts/2021_raw.xlsx,Table 19,381,ki_b_nM,5.57
678,data/bronze/artifacts/2021_raw.xlsx,Table 19,381,ic50_null_uM,0.5
678,data/bronze/artifacts/2021_raw.xlsx,Table 19,381,ic50_wt_uM,nan
679,data/bronze/artifacts/2021_raw.xlsx,Table 19,382,ki_a_nM,nan
679,data/bronze/artifacts/2021_raw.xlsx,Table 19,382,ki_b_nM,36.8
679,data/bronze/artifacts/2021_raw.xlsx,Table 19,382,ic50_null_uM,nan
679,data/bronze/artifacts/2021_raw.xlsx,Table 19,382,ic50_wt_uM,nan
680,data/bronze/artifacts/2021_raw.xlsx,Table 19,383,ki_a_nM,nan
680,data/bronze/artifacts/2021_raw.xlsx,Table 19,383,ki_b_nM,1.76
680,data/bronze/artifacts/2021_raw.xlsx,Table 19,383,ic50_null_uM,0.157
680,data/bronze/artifacts/2021_raw.xlsx,Table 19,383,ic50_wt_uM,7.7
681,data/bronze/artifacts/2021_raw.xlsx,Table 19,384,ki_a_nM,nan
681,data/bronze/artifacts/2021_raw.xlsx,Table 19,384,ki_b_nM,4.87
681,data/bronze/artifacts/2021_raw.xlsx,Table 19,384,ic50_null_uM,0.24
681,data/bronze/artifacts/2021_raw.xlsx,Table 19,384,ic50_wt_uM,nan
682,data/bronze/artifacts/2021_raw.xlsx,Table 19,385,ki_a_nM,nan
682,data/bronze/artifacts/2021_raw.xlsx,Table 19,385,ki_b_nM,23
682,data/bronze/artifacts/2021_raw.xlsx,Table 19,385,ic50_null_uM,nan
682,data/bronze/artifacts/2021_raw.xlsx,Table 19,385,ic50_wt_uM,nan
683,data/bronze/artifacts/2021_raw.xlsx,Table 19,386,ki_a_nM,nan
683,data/bronze/artifacts/2021_raw.xlsx,Table 19,386,ki_b_nM,4.29
683,data/bronze/artifacts/2021_raw.xlsx,Table 19,386,ic50_null_uM,0.297
683,data/bronze/artifacts/2021_raw.xlsx,Table 19,386,ic50_wt_uM,>1
684,data/bronze/artifacts/2021_raw.xlsx,Table 19,387,ki_a_nM,nan
684,data/bronze/artifacts/2021_raw.xlsx,Table 19,387,ki_b_nM,2.29
684,data/bronze/artifacts/2021_raw.xlsx,Table 19,387,ic50_null_uM,0.114
684,data/bronze/artifacts/2021_raw.xlsx,Table 19,387,ic50_wt_uM,>1
685,data/bronze/artifacts/2021_raw.xlsx,Table 19,388,ki_a_nM,nan
685,data/bronze/artifacts/2021_raw.xlsx,Table 19,388,ki_b_nM,1.22
685,data/bronze/artifacts/2021_raw.xlsx,Table 19,388,ic50_null_uM,0.051
685,data/bronze/artifacts/2021_raw.xlsx,Table 19,388,ic50_wt_uM,nan
686,data/bronze/artifacts/2021_raw.xlsx,Table 19,389,ki_a_nM,nan
686,data/bronze/artifacts/2021_raw.xlsx,Table 19,389,ki_b_nM,5.12
686,data/bronze/artifacts/2021_raw.xlsx,Table 19,389,ic50_null_uM,0.59
686,data/bronze/artifacts/2021_raw.xlsx,Table 19,389,ic50_wt_uM,nan
687,data/bronze/artifacts/2021_raw.xlsx,Table 19,390,ki_a_nM,nan
687,data/bronze/artifacts/2021_raw.xlsx,Table 19,390,ki_b_nM,1.56
687,data/bronze/artifacts/2021_raw.xlsx,Table 19,390,ic50_null_uM,0.11
687,data/bronze/artifacts/2021_raw.xlsx,Table 19,390,ic50_wt_uM,nan
688,data/bronze/artifacts/2021_raw.xlsx,Table 19,391,ki_a_nM,nan
688,data/bronze/artifacts/2021_raw.xlsx,Table 19,391,ki_b_nM,1.41
688,data/bronze/artifacts/2021_raw.xlsx,Table 19,391,ic50_null_uM,0.24
688,data/bronze/artifacts/2021_raw.xlsx,Table 19,391,ic50_wt_uM,nan
689,data/bronze/artifacts/2021_raw.xlsx,Table 19,392,ki_a_nM,nan
689,data/bronze/artifacts/2021_raw.xlsx,Table 19,392,ki_b_nM,2.94
689,data/bronze/artifacts/2021_raw.xlsx,Table 19,392,ic50_null_uM,0.33
689,data/bronze/artifacts/2021_raw.xlsx,Table 19,392,ic50_wt_uM,nan
690,data/bronze/artifacts/2021_raw.xlsx,Table 19,393,ki_a_nM,nan
690,data/bronze/artifacts/2021_raw.xlsx,Table 19,393,ki_b_nM,1.68
690,data/bronze/artifacts/2021_raw.xlsx,Table 19,393,ic50_null_uM,0.094
690,data/bronze/artifacts/2021_raw.xlsx,Table 19,393,ic50_wt_uM,nan
691,data/bronze/artifacts/2021_raw.xlsx,Table 19,394,ki_a_nM,nan
691,data/bronze/artifacts/2021_raw.xlsx,Table 19,394,ki_b_nM,3.51
691,data/bronze/artifacts/2021_raw.xlsx,Table 19,394,ic50_null_uM,0.52
691,data/bronze/artifacts/2021_raw.xlsx,Table 19,394,ic50_wt_uM,nan
692,data/bronze/artifacts/2021_raw.xlsx,Table 19,395,ki_a_nM,nan
692,data/bronze/artifacts/2021_raw.xlsx,Table 19,395,ki_b_nM,1-.7
692,data/bronze/artifacts/2021_raw.xlsx,Table 19,395,ic50_null_uM,>1
692,data/bronze/artifacts/2021_raw.xlsx,Table 19,395,ic50_wt_uM,nan
693,data/bronze/artifacts/2021_raw.xlsx,Table 19,396,ki_a_nM,nan
693,data/bronze/artifacts/2021_raw.xlsx,Table 19,396,ki_b_nM,6.14
693,data/bronze/artifacts/2021_raw.xlsx,Table 19,396,ic50_null_uM,0.097
693,data/bronze/artifacts/2021_raw.xlsx,Table 19,396,ic50_wt_uM,nan
694,data/bronze/artifacts/2021_raw.xlsx,Table 19,397,ki_a_nM,nan
694,data/bronze/artifacts/2021_raw.xlsx,Table 19,397,ki_b_nM,5.62
694,data/bronze/artifacts/2021_raw.xlsx,Table 19,397,ic50_null_uM,0.224
694,data/bronze/artifacts/2021_raw.xlsx,Table 19,397,ic50_wt_uM,8.6
695,data/bronze/artifacts/2021_raw.xlsx,Table 19,398,ki_a_nM,nan
695,data/bronze/artifacts/2021_raw.xlsx,Table 19,398,ki_b_nM,6.3
695,data/bronze/artifacts/2021_raw.xlsx,Table 19,398,ic50_null_uM,0.76
695,data/bronze/artifacts/2021_raw.xlsx,Table 19,398,ic50_wt_uM,nan
696,data/bronze/artifacts/2021_raw.xlsx,Table 19,399,ki_a_nM,nan
696,data/bronze/artifacts/2021_raw.xlsx,Table 19,399,ki_b_nM,2.19
696,data/bronze/artifacts/2021_raw.xlsx,Table 19,399,ic50_null_uM,0.2
696,data/bronze/artifacts/2021_raw.xlsx,Table 19,399,ic50_wt_uM,nan
697,data/bronze/artifacts/2021_raw.xlsx,Table 19,400,ki_a_nM,nan
697,data/bronze/artifacts/2021_raw.xlsx,Table 19,400,ki_b_nM,36.5
697,data/bronze/artifacts/2021_raw.xlsx,Table 19,400,ic50_null_uM,nan
697,data/bronze/artifacts/2021_raw.xlsx,Table 19,400,ic50_wt_uM,nan
698,data/bronze/artifacts/2021_raw.xlsx,Table 19,401,ki_a_nM,nan
698,data/bronze/artifacts/2021_raw.xlsx,Table 19,401,ki_b_nM,36.4
698,data/bronze/artifacts/2021_raw.xlsx,Table 19,401,ic50_null_uM,nan
698,data/bronze/artifacts/2021_raw.xlsx,Table 19,401,ic50_wt_uM,nan
699,data/bronze/artifacts/2021_raw.xlsx,Table 19,402,ki_a_nM,nan
699,data/bronze/artifacts/2021_raw.xlsx,Table 19,402,ki_b_nM,3.86
699,data/bronze/artifacts/2021_raw.xlsx,Table 19,402,ic50_null_uM,0.05
699,data/bronze/artifacts/2021_raw.xlsx,Table 19,402,ic50_wt_uM,>1
700,data/bronze/artifacts/2021_raw.xlsx,Table 19,403,ki_a_nM,nan
700,data/bronze/artifacts/2021_raw.xlsx,Table 19,403,ki_b_nM,38.1
700,data/bronze/artifacts/2021_raw.xlsx,Table 19,403,ic50_null_uM,nan
700,data/bronze/artifacts/2021_raw.xlsx,Table 19,403,ic50_wt_uM,nan
701,data/bronze/artifacts/2021_raw.xlsx,Table 19,404,ki_a_nM,nan
701,data/bronze/artifacts/2021_raw.xlsx,Table 19,404,ki_b_nM,37.2
