compound_key,smiles_canonical,has_structure,iupac_name,inchikey14
DAGNCCBSOVEFQP-UHFFFAOYSA-N,CCNCc1ccccc1-c1ccc(C(C)Nc2nc(C)nc3cc(OC)c(OC)cc23)s1,True,"N-[1-(5-(2-[(ethylamino)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",DAGNCCBSOVEFQP
DBMPHLRYOODXIH-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4ccc(F)cc4CNC(=O)c4cc[nH]n4)s3)c2cc1OC,True,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-5-fluorobenzyl]-1H-pyrazole-3-carboxamide",DBMPHLRYOODXIH
DHPXUAKGSPXKDD-GOSISDBHSA-N,COc1cc2nc(C)nc(N[C@H](C)c3cccc(-c4cccc(OCC5CC5)c4)c3)c2cc1OC,True,"N-{(1R)-1-[3'-(cyclopropylmethoxy)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",DHPXUAKGSPXKDD
DJOCBWZEBIUGJR-CYBMUJFWSA-N,COc1cc2nc(C)nc(N[C@H](C)c3ccc(C)cc3)c2cc1OC,True,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(4-methylphenyl)ethyl]quinazolin-4-amine",DJOCBWZEBIUGJR
DJSATVPWUOUXPY-SNVBAGLBSA-N,Cc1nc(N[C@H](C)c2cccc(Cl)c2)c2ccc(Br)cc2n1,True,7-bromo-N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methylquinazolin-4-amine,DJSATVPWUOUXPY
DKDCLXARHUAYMR-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4c(Cl)cccc4CN)s3)c2cc1OC,True,"N-[1-{5-[2-(aminomethyl)-6-chlorophenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",DKDCLXARHUAYMR
DMCMPACIBCIODX-UHFFFAOYSA-N,C=Cc1ccccc1-c1ccc(C(C)Nc2nc(C)nc3cc(OC)c(OC)cc23)s1,True,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",DMCMPACIBCIODX
DNIKCKHHFDGIEJ-OAHLLOKOSA-N,COc1cc(F)cc(-c2cccc([C@@H](C)Nc3nc(C)nc4cc(OC)c(OC)cc34)c2)c1,True,"N-[(1R)-1-(3'-fluoro-5'-methoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",DNIKCKHHFDGIEJ
DPCSPWBNAMGRHD-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4ccccc4C(O)C(F)(F)F)s3)c2cc1OC,True,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]-2,2,2-trifluoroethanol",DPCSPWBNAMGRHD
DPKCUEYDFSEEGB-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4ccccc4CN4CCCC4CN(C)C)s3)c2cc1OC,True,"N-[1-{5-[2-({2-[(dimethylamino)methyl]pyrrolidin-1-yl}methyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",DPKCUEYDFSEEGB
DPPYBDVALUHUKM-QGZVFWFLSA-N,CCCOc1ccc(Cl)cc1-c1cccc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,True,"N-[(1R)-1-(5'-chloro-2'-propoxybiphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",DPPYBDVALUHUKM
DPZDSLWSSBJMKS-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3csc(C)n3)c2cc1OC,True,"6,7-dimethoxy-2-methyl-N-[1-(2-methyl-1,3-thiazol-4-yl)ethyl]quinazolin-4-amine",DPZDSLWSSBJMKS
DQQLINUZCTZYPU-MRXNPFEDSA-N,COc1cc2nc(C)nc(N[C@H](C)c3cccc(-c4cccc(NS(C)(=O)=O)c4)c3)c2cc1OC,True,"N-(3'-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}biphenyl-3-yl)methanesulfonamide",DQQLINUZCTZYPU
FALZWAQYJFPTBE-GFCCVEGCSA-N,Cc1nc(N[C@H](C)c2cccc(Cl)c2)c2cc(-c3cn[nH]c3)ccc2n1,True,N-[(1R)-1-(3-chlorophenyl)ethyl]-2-methyl-6-(1H-pyrazol-4-yl)quinazolin-4-amine,FALZWAQYJFPTBE
FCQNGSHORQZDMC-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4ccccc4CN4CCCC4)s3)c2cc1OC,True,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(pyrrolidin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",FCQNGSHORQZDMC
FDVDTKVIRHIBLH-UHFFFAOYSA-N,COc1cc2nc(C)nc(NC(C)c3ccc(-c4ccccc4Oc4ccccc4)s3)c2cc1OC,True,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-phenoxyphenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",FDVDTKVIRHIBLH
